"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diff_expression"
"Leeuwenhoekiella palythoae",10.5906102437553,19.5751390026056,3.66967812246899,5.33429318575638,9.59174388153691e-08,3.6048208841405e-05,"Upregulated"
"Streptomyces sp. NBC_01589",12.1395320519544,-22.3764302243378,4.19677615839682,-5.33181408295211,9.72364632799056e-08,3.6048208841405e-05,"Downregulated"
"Vibrio sp. HDW18",13.574741616187,17.7785197495744,3.35408311688836,5.30056028130509,1.15447838393658e-07,4.1540848673765e-05,"Upregulated"
"Bartonella sp. HY761",18.6636132767189,16.3894712885294,3.1118872926185,5.26673036244139,1.38874950788226e-07,4.85427470840901e-05,"Upregulated"
"arsenite-oxidising bacterium NT-25",70.7635603669345,22.0572384039917,4.20870828097175,5.2408570353322,1.59832513449701e-07,5.28484045822606e-05,"Upregulated"
"Streptococcus sp. S1",10.5506274571965,20.0411708147971,3.82329831593446,5.24185380232324,1.58971307201654e-07,5.28484045822606e-05,"Upregulated"
"Stenotrophomonas sp. G4",8.8089049193098,20.4804697794491,3.92102252392217,5.22324716435514,1.75812466014127e-07,5.6602360768864e-05,"Upregulated"
"Legionella antarctica",5.3720940841091,-22.5866373150183,4.34444748145801,-5.19896659159018,2.00399536400321e-07,6.28637930338855e-05,"Downregulated"
"Frischella perrara",13.6122773875897,17.179233850585,3.33159116850967,5.15646517885023,2.51655255329823e-07,7.69687598426264e-05,"Upregulated"
"Pseudothauera hydrothermalis",11.0161555401383,-23.2862437475293,4.54295111300816,-5.12579668331718,2.96282203849861e-07,8.84077190707121e-05,"Downregulated"
"Borreliella valaisiana",12.4376199364645,18.2496906816282,3.63457181225668,5.02113911192667,5.13659396468244e-07,0.000149621644199821,"Upregulated"
"Staphylococcus sp. SB1-57",12.6821216366034,21.3113546235334,4.31000542049389,4.94462362441561,7.62911156350146e-07,0.000217057095041574,"Upregulated"
"Psychrosphaera ytuae",10.7926733092165,18.8648906395642,3.82869331344917,4.92723994718952,8.33993127816311e-07,0.000231887998311471,"Upregulated"
"Gardnerella leopoldii",15.4702141977544,17.8000980452071,3.64222037381229,4.88715569579221,1.02303189103928e-06,0.000278128270110544,"Upregulated"
"Actinoalloteichus fjordicus",16.5580106704451,18.9584654841982,3.94189674513522,4.80947795185027,1.51324985447701e-06,0.000402458667818951,"Upregulated"
"Cobetia sp. AM6",21.5920516333944,16.8619144291329,3.52074358786531,4.78930487504105,1.6736004601853e-06,0.000435634638934191,"Upregulated"
"Acetobacter sp. AC2005",17.2894125421007,18.24876596094,3.85513918879154,4.73362051725565,2.2054990679051e-06,0.000562126574932312,"Upregulated"
"Lachnoclostridium sp. YL32",246.951812942678,24.5692746614835,5.24292278801051,4.68617899879595,2.78352840383668e-06,0.000694973193725264,"Upregulated"
"Lapidilactobacillus dextrinicus",20.36681951908,17.1145782192414,3.66459179396983,4.67025501923675,3.00826045110215e-06,0.000736061167175675,"Upregulated"
"Streptomyces sp. V17-9",12.4457902113755,16.9477419080986,3.63853078638858,4.65785310144923,3.19524073620109e-06,0.000766481866013415,"Upregulated"
"Aurantimicrobium sp. INA4",5.97791993790509,19.5352797428595,4.2308961008939,4.61729129645422,3.88781357377658e-06,0.00091468290887659,"Upregulated"
"Vibrio sp. B1FIG11",12.991845544716,18.8495937018387,4.13158269935044,4.56231789933726,5.05919675949451e-06,0.00116781534255954,"Upregulated"
"Sporosarcina sp. FSL K6-1540",18.5527991560017,18.4379206078624,4.04685090761162,4.55611561404027,5.21082625610004e-06,0.00118054163735422,"Upregulated"
"Paenalcaligenes faecalis",8.15426409886637,18.5977939145998,4.15500871274424,4.4759939630347,7.60566336954463e-06,0.0016917761029638,"Upregulated"
"Chryseobacterium sp. WX",14.3890251899373,16.8456864325686,3.78998621210767,4.44478831578662,8.79784502733133e-06,0.00192087255051709,"Upregulated"
"Marinitoga piezophila",11.3189242181154,20.1368585962363,4.54178958018892,4.43368373648845,9.26364888675072e-06,0.00192087255051709,"Upregulated"
"Leptotrichia sp. HSP-342",7.90545760269162,19.3399597598427,4.35953205127932,4.43624671922468,9.15409267788736e-06,0.00192087255051709,"Upregulated"
"Streptomyces sp. NBC_00104",10.5269548137899,-23.9019791387297,5.3834938219703,-4.43986376304262,9.00158433487984e-06,0.00192087255051709,"Downregulated"
"Caballeronia sp. SBC1",12.0500235255832,19.8971514505256,4.50767233830942,4.41406339174775,1.01448231628839e-05,0.00206852944291202,"Upregulated"
"Candidatus Shikimatogenerans bostrichidophilus",6.12815343719055,-20.0114979833809,4.56313979959437,-4.38546677556533,1.1573732343727e-05,0.00232119740152716,"Downregulated"
"Prevotella melaninogenica",1832.94030232395,-2.92226922345829,0.677324424134656,-4.31443060272299,1.60014788048107e-05,0.00315745309190411,"Downregulated"
"Sphingobacterium sp. G1-14",5.79467593363956,18.6103496960147,4.32304709210105,4.3049148666502,1.67049963548495e-05,0.00324395119690839,"Upregulated"
"Bacillus sp. ABP14",9.31804575238114,20.044121244022,4.66383521045864,4.29777647354973,1.72520007144479e-05,0.00329782776157119,"Upregulated"
"Streptomyces sp. NBC_01267",16.7084391030148,17.3321137411654,4.0517184395965,4.27771919484402,1.88817996950848e-05,0.00349999905257072,"Upregulated"
"Lactococcus sp. LG1267",8.5102160177192,20.2643745942014,4.73502547299127,4.27967594045481,1.87165631226569e-05,0.00349999905257072,"Upregulated"
"Mycoavidus sp. SF9855",7.23718021677225,19.0745893141118,4.46714075292272,4.26997723356531,1.95492921563907e-05,0.00356964239166096,"Upregulated"
"Streptomyces sp. HNM0561",148.265688193788,24.1405245893998,5.81022032936894,4.15483806481084,3.25518000402176e-05,0.00585645178958857,"Upregulated"
"Treponema pallidum",19.9450295088049,-24.0383429657439,5.81077916614485,-4.13685364362109,3.52100527841928e-05,0.00624289544582341,"Downregulated"
"Acidithiobacillus ferridurans",8.37796915278351,19.800234372762,4.81483576640686,4.11233847495035,3.9167149410431e-05,0.00684529865553161,"Upregulated"
"Geobacillus sp. E263",6.93246119492483,16.6843834841754,4.0769640724979,4.0923547981999,4.27014630244376e-05,0.00735788307945028,"Upregulated"
"Streptomyces sp. 2114.2",15.3116803957001,-23.0856949561226,5.81160853557127,-3.97234170450768,7.11695292968778e-05,0.0120928891863612,"Downregulated"
"Hydrogeniiclostridium mannosilyticum",3.55745900104701,22.9941017676736,5.81071167556893,3.9571920018596,7.58359740528965e-05,0.0127092781720978,"Upregulated"
"Alistipes shahii",1808.74142216048,-3.16658536323719,0.801887632234685,-3.94891408215464,7.85065207429501e-05,0.0129790374968818,"Downregulated"
"Pectobacterium sp. 21LCBS03",7.39269938824911,17.9275273868945,4.5455766053402,3.94395011753472,8.01503369110052e-05,0.0130741229569232,"Upregulated"
"Moraxella sp. K23",16.6072708300391,-22.7913759665731,5.81170577174424,-3.92163279796128,8.79509539642205e-05,0.014157789089451,"Downregulated"
"Microcella indica",2.37392014190397,-22.6529134031685,5.81196482177093,-3.89763429370965,9.71369574898967e-05,0.0154334225705376,"Downregulated"
"Streptomyces sp. NBC_00371",27.3039052559733,-22.5920995191963,5.81282624165136,-3.88659467529141,0.000101660288485509,0.0159450252478426,"Downregulated"
"Paenibacillus sp. FSL H8-0175",7.71763909844497,-22.3971894080551,5.81196075826155,-3.8536374107857,0.000116375901289022,0.0170673009090838,"Downregulated"
"Stenotrophomonas sp. PAMC25021",3.49497140554025,-22.4195482095794,5.81207215617175,-3.85741050819069,0.000114594614698908,0.0170673009090838,"Downregulated"
"Chryseobacterium rhizoplanae",21.4741153967507,17.7634139464732,4.59535410310068,3.86551581182558,0.000110854666526254,0.0170673009090838,"Upregulated"
"Streptomyces sp. A10(2020)",11.061209432415,18.4300960851055,4.78462761276037,3.85193949806111,0.0001171859797583,0.0170673009090838,"Upregulated"
"uncultured Frankia sp.",10.7995318131371,20.0682935674338,5.2045802896254,3.85589085971775,0.000115308928477462,0.0170673009090838,"Upregulated"
"Streptomyces milbemycinicus",45.4765103356938,22.4098858013538,5.81030034367612,3.85692382077021,0.000114822927555376,0.0170673009090838,"Upregulated"
"Citrobacter sp. RHBSTW-00976",2.23855884833581,22.3591444380224,5.81103201731837,3.84770628889781,0.000119228871783642,0.0171605413811892,"Upregulated"
"Wolbachia endosymbiont (group A) of Rhinocyllus conicus",2.25258345275181,22.2776291581183,5.8110263906187,3.83368232401821,0.000126239153389118,0.0179582535181683,"Upregulated"
"Hymenobacter daecheongensis",3.10200458693737,-22.212071881978,5.81209659438343,-3.82169695931117,0.000132536497238183,0.0186373736461142,"Downregulated"
"Methylomonas rhizoryzae",8.70483684600036,17.9736634211316,4.71501910361105,3.81200224774619,0.000137845622833858,0.0191636744289707,"Upregulated"
"Pseudonocardia sp. EC080625-04",1.3485668106406,-22.0429557299308,5.81259369103216,-3.79227534240684,0.000149273272740564,0.0202912135412007,"Downregulated"
"Spiroplasma endosymbiont of Tiphia femorata",1.32086875735098,-22.0493739462235,5.81264434065308,-3.79334647950371,0.000148630537210314,0.0202912135412007,"Downregulated"
"Chryseobacterium sp. CP-77",5.25352447224573,17.5029469500431,4.63560972566663,3.77575938999613,0.000159520921701887,0.0214459225945152,"Upregulated"
"Streptomyces sp. NBC_00046",30.3625119189911,-21.8258875435773,5.81343644239893,-3.75438654225156,0.000173766531647928,0.0230653249435587,"Downregulated"
"Spiroplasma poulsonii",6.98057743419074,18.0093765599232,4.80453120612246,3.74841494149807,0.000177955668085406,0.0230653249435587,"Upregulated"
"Acinetobacter sp. NEB149",5.23458066403754,18.4706472254602,4.92971835275054,3.7467956389749,0.000179107885371757,0.0230653249435587,"Upregulated"
"uncultured anaerobic ammonium-oxidizing bacterium",1.29327082388304,-21.7966425712945,5.81323284774077,-3.74948727191711,0.000177196489627305,0.0230653249435587,"Downregulated"
"Polynucleobacter sp. JS-Mosq-20-D10",5.44670303244964,17.8136625282625,4.77609070460929,3.72975800293552,0.000191663762278854,0.0244251507054114,"Upregulated"
"Streptomyces chrestomyceticus",6.7747493536446,20.3879980776617,5.4901052010067,3.71358969112708,0.000204339998145904,0.0257721189414123,"Upregulated"
"Bradyrhizobium sp. LMG 8297",18.3949435771211,18.7036393770519,5.04260565456958,3.70912196159991,0.000207979234472886,0.0259634485157274,"Upregulated"
"Candidatus Faecalibacterium intestinigallinarum",273385.991864941,2.35926302970336,0.640478557863605,3.68359408872792,0.000229968344131269,0.0281064007730411,"Upregulated"
"uncultured Faecalibacterium sp.",95945.173510295,1.70342744309771,0.462723007480298,3.6813113148912,0.0002320374757297,0.0281064007730411,"Upregulated"
"Intestinibacillus sp. Marseille-P6563",13.9736757631049,-21.1963365397228,5.75692992680873,-3.68188197688776,0.000231518589707018,0.0281064007730411,"Downregulated"
"Candidatus Rickettsiella viridis",9.19916474806601,16.3800961835854,4.48037716501339,3.65596367901684,0.000256217633107298,0.0307310443473988,"Upregulated"
"Citrobacter sp. 172116965",15.4831392685004,21.2267206233413,5.81042091823282,3.65321564858286,0.000258976553546719,0.0307603801562191,"Upregulated"
"Bacteroides sp. DH3716P",3640.89186396449,-3.54929991802897,0.97292775030815,-3.64806114010502,0.000264226768368013,0.0308759807079878,"Downregulated"
"Streptomyces sp. NBC_00133",12.5454837586244,21.193150271564,5.81062063964541,3.64731266862695,0.00026499738224119,0.0308759807079878,"Upregulated"
"Pseudomonas cannabina",9.12248101383834,21.0821846438106,5.80342354082509,3.63271515434031,0.000280454557374599,0.0323686891973665,"Upregulated"
"Spiroplasma endosymbiont of Villa modesta",1.63747114501185,21.0228224350568,5.81134809360334,3.61754658238369,0.000297408816342582,0.0340046678423845,"Upregulated"
"Streptomyces gougerotii",7.29622047310459,18.3557702653983,5.11892478512102,3.58586442190991,0.000335963480007712,0.0380571964297625,"Upregulated"
"Citrobacter sp. TSA-1",9.71892734430536,18.7306985326641,5.23924107340876,3.57507857917245,0.000350122721960292,0.0392972603712129,"Upregulated"
"Pseudoalteromonas arctica",8.62702752176531,14.4398658801169,4.04279652216208,3.57175183093174,0.000354601349121937,0.0394381173196161,"Upregulated"
"Spiroplasma endosymbiont of Drosophila atripex",9.24951827844531,16.4991773093252,4.64653767705555,3.55085408879768,0.000383983231392431,0.0423211788545496,"Upregulated"
"Rhizobium sp. CCGE532",33.3174683307494,18.9900287930762,5.3777669834423,3.5312107890775,0.000413661953579845,0.0451851816079984,"Upregulated"
"Prevotella nigrescens",1098.70716877253,-3.4655953072948,0.982762487628323,-3.5263813494329,0.000421279883372304,0.0452099832734804,"Downregulated"
"Flavobacterium sp. WC2416",0.925253623424549,20.5002358195948,5.81225598147146,3.52707036389077,0.000420185081406007,0.0452099832734804,"Upregulated"
