"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diff_expression"
"Oceanicaulis sp.",8.76653575821323,-4.45766516425046,1.09968773691069,-4.05357358696496,5.04411232420055e-05,0.00738378167364768,"Downregulated"
"Maioricimonas rarisocia",143.232785408489,-3.77113152923398,0.932938207690324,-4.04220933192368,5.29499293549982e-05,0.00754963508868039,"Downregulated"
"Sphaerisporangium sp. NBC_01403",488.83611578056,-4.04497406401217,1.00169089541295,-4.03814598149522,5.38753236021795e-05,0.00755964858163916,"Downregulated"
"Streptococcus dysgalactiae",349.543881917571,-3.82571022390671,0.952535532912517,-4.01634384410736,5.91079981437474e-05,0.00816429224360511,"Downregulated"
"Aneurinibacillus sp. Ricciae_BoGa-3",47.1388423307301,-3.03808527310169,0.758414921439755,-4.00583531153932,6.17986973937185e-05,0.00840462284554572,"Downregulated"
"Apilactobacillus kunkeei",106.242746495374,-3.14835281778743,0.78785378820027,-3.99611306684118,6.4390989140731e-05,0.00853196619589245,"Downregulated"
"Caldisericia bacterium",5.97111892105927,-5.95009356558365,1.4893456608804,-3.99510585210041,6.4665354652126e-05,0.00853196619589245,"Downregulated"
"Spiroplasma turonicum",16.0050918909686,-4.2418330845709,1.06295021159088,-3.99062255062942,6.59000865827096e-05,0.00856701125575224,"Downregulated"
"Pseudovibrio sp. FO-BEG1",6.67651514111513,-5.65274851782091,1.41782272631564,-3.98692192818079,6.69360392762618e-05,0.00857557372756745,"Downregulated"
"Lactobacillus kefiranofaciens",3213.69233540512,-5.24094732024191,1.31865470487143,-3.97446526439453,7.05375553113783e-05,0.00890788555646548,"Downregulated"
"Halomonas sp. MCCC 1A13316",39.2979080629994,1.70340463744548,0.433052099546586,3.93348661564965,8.37225029270195e-05,0.010424041209505,"Upregulated"
"Streptomyces sp. NBC_01707",22.0224264300649,-3.06596045190075,0.780561857782262,-3.92788914976166,8.56946900676599e-05,0.0105214036138627,"Downregulated"
"Desulfoscipio sp. XC116",143.683312285692,-3.7514096654846,0.956975952433271,-3.92006680622017,8.8524425562794e-05,0.0107199441366452,"Downregulated"
"Methylobacterium hispanicum",12.3892209035495,-21.2997079494863,5.43838626492697,-3.91654930560037,8.98254513254822e-05,0.0107304998610441,"Downregulated"
"Streptomyces lavendulae",95.2843941203996,1.76191917489591,0.454458794603704,3.87696133470657,0.000105769158858929,0.0124666581908391,"Upregulated"
"Kaustia mangrovi",20.68281300738,-1.99483324655114,0.518798710276815,-3.84510062773047,0.000120502977453122,0.0140163989563895,"Downregulated"
"Epilithonimonas vandammei",29.370651872543,-2.88813044988066,0.752295365029002,-3.83909111253041,0.000123490601314871,0.0141773625405644,"Downregulated"
"Treponema succinifaciens",328.974607409812,-4.05218030543974,1.05950922602131,-3.82458236881671,0.000130993947012844,0.0144748311449193,"Downregulated"
"Pseudodesulfovibrio thermohalotolerans",163.764470353293,-3.49638170185735,0.91277519261456,-3.8304959755121,0.000127885225122724,0.0144748311449193,"Downregulated"
"uncultured Aliarcobacter sp.",262.626921534885,-4.06587305302118,1.06273515601339,-3.82585729851394,0.000130317768050418,0.0144748311449193,"Downregulated"
"Winogradskyella helgolandensis",14.8406485269476,-3.97408928318846,1.04086867341695,-3.81805061933739,0.000134510330539471,0.0146798928638139,"Downregulated"
"Flavobacterium flavigenum",93.2680479880576,-2.81841832894972,0.73935350851603,-3.81200372553397,0.000137844798494701,0.014681301430038,"Downregulated"
"Paenibacillus sp. IHB B 3084",74.980309193562,1.56245886056315,0.40981980479298,3.81255088770641,0.000137539899609263,0.014681301430038,"Upregulated"
"Cognaticolwellia beringensis",5.45898381405022,-5.42896186593529,1.42580922729495,-3.80763552515025,0.000140301852307509,0.0147650996952188,"Downregulated"
"Ligilactobacillus salivarius",247159.33270365,-4.43657832210095,1.16690311075269,-3.80201087924018,0.000143526423210057,0.014926748013846,"Downregulated"
"Xanthomonas translucens",40.4111198587624,-1.04913621239709,0.276676831608772,-3.79191928104988,0.000149487506135918,0.01536592504932,"Downregulated"
"Lactobacillus taiwanensis",145.153228515455,-3.7759261766871,0.998360355861717,-3.78212751990535,0.000155493665112669,0.0157995862022528,"Downregulated"
"Pseudomonas kurunegalensis",594.746693290257,-4.28071510146993,1.1346161560766,-3.77283108348488,0.000161405568946286,0.0162139230623314,"Downregulated"
"Peribacillus asahii",192.282933236399,-2.94781454366376,0.783237165663721,-3.76362955295382,0.000167464906371637,0.0165272763658182,"Downregulated"
"Streptococcus iniae",94.717961115651,-4.06250607042508,1.07975323989906,-3.76243934290473,0.000168264125896339,0.0165272763658182,"Downregulated"
"Lactobacillus gasseri",564.17004872734,-4.14392350815583,1.10507951725813,-3.74988717412619,0.000176914151067353,0.0171859461036857,"Downregulated"
"Winogradskyella sp. PG-2",72.1030378412476,-3.50225016733023,0.93798003588672,-3.73382165220539,0.000188596066968246,0.01810813781358,"Downregulated"
"Actinacidiphila bryophytorum",30.227901221644,-1.3137327715533,0.352085708852194,-3.73128683875325,0.000190504164780876,0.01810813781358,"Downregulated"
"bacterium BFN5",84.1087738973493,-3.3030453994463,0.886567473831591,-3.72565596747094,0.000194807953171593,0.0183202372982647,"Downregulated"
"Pseudomonas alcaliphila",9.85314899046157,-5.83618235683493,1.56794209240979,-3.72219253828771,0.000197500327969687,0.0183779252552845,"Downregulated"
"Nitratidesulfovibrio vulgaris",49.342876785053,1.56929790606966,0.422065372163156,3.71813943898489,0.000200695487672291,0.0184807094898235,"Upregulated"
"Pseudomonas sp. CBR-F",18.5963233438129,-8.05107281717276,2.17395986053763,-3.70341373974665,0.00021271753291794,0.0192401165813915,"Downregulated"
"Agarivorans sp. B2Z047",124.375016525265,-4.51934659141337,1.2205458585837,-3.70272575965111,0.0002132954100652,0.0192401165813915,"Downregulated"
"Chitinophaga filiformis",45.7401957435785,1.45904184104822,0.394450835538679,3.69891938257829,0.000216519354457924,0.0193336474081621,"Upregulated"
"Rathayibacter sp. SW19",12652.4447930348,2.09037370587382,0.5683694397404,3.67784324721715,0.000235214431074117,0.0203852506930902,"Upregulated"
"Algoriphagus sp. NG3",105.076635922421,-3.55133451486756,0.965100155324615,-3.67975747933959,0.000233455869222446,0.0203852506930902,"Downregulated"
"Bernardetia sp. MNP-M8",16.7315585840996,-6.74716889415426,1.83420842050015,-3.67851811099768,0.000234593035127527,0.0203852506930902,"Downregulated"
"Chryseobacterium shandongense",24.4924018133227,-2.36133261344171,0.643240619512954,-3.67099424664701,0.000241608779463211,0.0207361321403378,"Downregulated"
"Streptomyces sp. NBC_01788",56.8028082980575,1.5520760501155,0.428375718023893,3.62316533083448,0.000291019673177749,0.0247366722201087,"Upregulated"
"Bacillus carboniphilus",18.5874930259503,-3.02657573949076,0.836095915191277,-3.61989059448802,0.000294727605177172,0.0248132574263448,"Downregulated"
"Leptospira kmetyi",8.70257609119342,-3.40957794975545,0.942590815135165,-3.61724079527183,0.000297760272358325,0.024832083091015,"Downregulated"
"Ignavibacterium sp.",17.8783716867726,-1.91733335352409,0.532542437264386,-3.60033908916862,0.000317802454873032,0.0262558289820337,"Downregulated"
"Peptostreptococcus porci",6.73454874017004,-5.56638003462992,1.54806524625034,-3.59570118127293,0.000323518993951488,0.0264806287641774,"Downregulated"
"Streptomyces sp. NBC_01321",6.37115294452899,20.717032837128,5.7710248327367,3.58983602350984,0.000330886043254236,0.0268351616730959,"Upregulated"
"Lactobacillus sp. 3B(2020)",318.993424967203,-4.91617348751149,1.37556845201579,-3.57392137069384,0.000351674575686884,0.0282618477188369,"Downregulated"
"Rhizobium sp. X9",18.3564780888641,-2.58318863901145,0.725061762013484,-3.56271530833177,0.000367038656089598,0.0292308263047932,"Downregulated"
"Moraxella bovoculi",240.659416832046,-5.26244318393606,1.48131652956698,-3.55254469851518,0.000381524193281854,0.0301131595411749,"Downregulated"
"Mycolicibacterium aubagnense",24.2503568797933,2.01942568774444,0.569465404128479,3.54617799975928,0.000390862095338624,0.0305771763079065,"Upregulated"
"Halopseudomonas maritima",5.25838581392907,-5.55111653876731,1.56694867075085,-3.54262819349873,0.000396160821099319,0.0307198391098068,"Downregulated"
"Nocardioides sp. BP30",18.1431401466149,-1.90176504269485,0.541134128339981,-3.51440602818534,0.00044073858025068,0.0338793830384001,"Downregulated"
"Melioribacteraceae bacterium",298.673859465254,-1.86773425762474,0.532969055714308,-3.50439530700619,0.00045764547124717,0.0340096159656699,"Downregulated"
"Macellibacteroides fermentans",122.160624974369,-4.04306688186997,1.15442774099079,-3.50222602793658,0.000461388025024884,0.0340096159656699,"Downregulated"
"Chryseobacterium suipulveris",10.170815728732,-3.91413583491737,1.11603334155316,-3.50718539418378,0.000452873509733612,0.0340096159656699,"Downregulated"
"Acholeplasma oculi",8.20744047921827,-6.00092297185034,1.71353900342608,-3.50206383388531,0.000461668995009093,0.0340096159656699,"Downregulated"
"Lactobacillus amylolyticus",182.958689788939,-3.84370407931315,1.09474479009039,-3.51105035082724,0.000446339849507615,0.0340096159656699,"Downregulated"
"Ligilactobacillus saerimneri",168.268851927535,-4.54827841876145,1.30195406672114,-3.49342464148208,0.00047686755358466,0.0348389187908132,"Downregulated"
"Ligilactobacillus ruminis",31.3893535059794,-2.73185958468245,0.786159840855071,-3.47494166289533,0.00051096445777064,0.036913764688508,"Downregulated"
"Allochromatium tepidum",5.7166025182335,-5.03328004694081,1.44902999247231,-3.47355132267008,0.000513619124059557,0.036913764688508,"Downregulated"
"Campylobacter jejuni",172.090546789001,-2.14145175690006,0.617566371542836,-3.46756535908873,0.000525196005644649,0.0374413926604734,"Downregulated"
"Staphylococcus capitis",466.898687807931,-3.24418134175437,0.93795412420605,-3.45878466550853,0.00054261853327413,0.03833830890145,"Downregulated"
"Tabrizicola piscis",68.5172370310705,1.97260893470466,0.570631354083643,3.45688844573289,0.000546451009228812,0.03833830890145,"Upregulated"
"Wenzhouxiangella marina",30.8132937822416,1.86607646601468,0.540893045061824,3.4499916074931,0.000560603981450535,0.0390215684726199,"Upregulated"
"Agrobacterium vitis",159.098785479466,1.11593379001177,0.323967271971912,3.44458803884524,0.000571930346532475,0.0394989395573991,"Upregulated"
"Streptomyces sp. CB00271",150.474754485952,-4.78008171908379,1.39163791887897,-3.43486021344861,0.000592859560470723,0.0406269652291565,"Downregulated"
"Lactobacillus apis",178.893748963315,-4.60909442474158,1.34480485296415,-3.42733327782276,0.000609540469945471,0.041448751956292,"Downregulated"
"Enterococcus thailandicus",29.4032831439988,-2.62295825198356,0.767697384527024,-3.41665649102029,0.000633952162682308,0.0427796726573405,"Downregulated"
"Lactobacillus sp. ESL0677",375.78368188548,-5.06620128274555,1.48560692412812,-3.41018960026646,0.000649177324955581,0.0434752087318738,"Downregulated"
"Psychromonas sp. CNPT3",32.0982486022809,-3.09462591823997,0.909998447139467,-3.40069362532185,0.000672151148729923,0.0446753094343799,"Downregulated"
"Streptomyces sp. NBC_00631",43.6676437857401,1.32193036903392,0.390953325948199,3.38129971353428,0.000721438054333801,0.0450576679812679,"Upregulated"
"Anaerobacillus sp. HL2",19.9671962328854,-2.41584453638964,0.712945115241786,-3.38854209776069,0.000702652419409578,0.0450576679812679,"Downregulated"
"Ureaplasma parvum",6.42014336127928,-5.63787271687855,1.66738971886591,-3.38125673505604,0.000721550913666129,0.0450576679812679,"Downregulated"
"Microbacterium abyssi",108.34585941502,1.62624764598534,0.480452801097507,3.38482290512299,0.000712241906364613,0.0450576679812679,"Upregulated"
"Sulfitobacter sp. S190",15.2505501654447,2.70915330734316,0.801427367268992,3.38041027545027,0.000723777019608602,0.0450576679812679,"Upregulated"
"Methylomonas sp. DH-1",7.38189607920995,-6.16829891522515,1.82131764441255,-3.38672330669408,0.000707326861136683,0.0450576679812679,"Downregulated"
"Bacteriovorax sp. HI3",5.55782050985447,-5.74747682498578,1.69692538764572,-3.3869944234612,0.000706628241056451,0.0450576679812679,"Downregulated"
"Brevibacillus sp. FSL L8-0520",8.36682643357287,19.597027065272,5.77253578080527,3.3948732081377,0.000686603898295175,0.0450576679812679,"Upregulated"
"Deinococcus metallilatus",25.0651494154086,1.67588524808286,0.497278247310197,3.37011573932262,0.000751366178798839,0.0464480910530191,"Upregulated"
"Mycobacteroides chelonae",40.3338949648255,1.13896141954538,0.338341929167734,3.36630290649179,0.000761830019898075,0.0466289417306883,"Upregulated"
"Roseomonas sp. FDAARGOS_362",12.302082001265,5.60236067491638,1.66478551974646,3.36521468289175,0.000764841238795227,0.0466289417306883,"Upregulated"
"Candidatus Neomarinimicrobiota bacterium",27.7835696470499,-1.15903082196118,0.344902453408881,-3.36045977784665,0.000778128599293492,0.0470629727433338,"Downregulated"
"Vibrio sp. ED004",7.50696145048145,-5.63198144354474,1.67674701124019,-3.35887370354046,0.000782608257157248,0.0470629727433338,"Downregulated"
"Aquabacterium olei",49.4826319339107,2.00291096592915,0.596925537795318,3.35537824923138,0.000792565349541817,0.0473397141212815,"Upregulated"
"Ruegeria sp. B32",12.3362915936479,-2.27673169424882,0.679198241704657,-3.35208714400476,0.000802047683598139,0.0475845739799164,"Downregulated"
"Desulfofarcimen acetoxidans",41.2298396128741,1.24695008743481,0.372556231040534,3.34701176236438,0.000816877441742923,0.0478224939404466,"Upregulated"
"Pedobacter mucosus",43.8437341670417,-2.66680641128734,0.796558168660331,-3.34791169836652,0.000814229500031119,0.0478224939404466,"Downregulated"
