"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diff_expression"
"Streptomyces sp. NBC_01589",12.1395320519544,-20.8337445704581,4.19677615839682,-4.96422582099701,6.89756512008554e-07,0.000138335756851027,"Downregulated"
"Mycoplasmopsis synoviae",5.84027432960401,-21.8641973119472,4.4333578802579,-4.93174652317384,8.14976289686161e-07,0.000160813224645492,"Downregulated"
"uncultured Roseibium sp.",309.373305812202,2.19053787334826,0.445551470554971,4.9164642428848,8.81212845004861e-07,0.000171123141996658,"Upregulated"
"arsenite-oxidising bacterium NT-25",70.7635603669345,20.6752756386234,4.21058196193718,4.91031306967155,9.09311015701728e-07,0.000173820483845233,"Upregulated"
"Prodigiosinella confusarubida",8.01781750436559,-21.4927235731791,4.3948606124499,-4.89042212449102,1.00619961680207e-06,0.000189382247876255,"Downregulated"
"Leeuwenhoekiella palythoae",10.5906102437553,17.9142550550447,3.68620459210178,4.8598103028325,1.17498283365782e-06,0.000217799090711663,"Upregulated"
"Pseudothauera hydrothermalis",11.0161555401383,-21.989346856567,4.54295111300816,-4.84032214073431,1.29628826880149e-06,0.000236698368365931,"Downregulated"
"Mycolicibacterium austroafricanum",483.960698319934,2.05408507722165,0.425836998874107,4.82364163436374,1.4096058748951e-06,0.000253604680492156,"Upregulated"
"Bradyrhizobium elkanii",193.620026212405,2.63612117363854,0.556734749608662,4.73496790974788,2.19089761244754e-06,0.000384566381925481,"Upregulated"
"Streptomyces sp. V17-9",12.4457902113755,17.305083147989,3.65541880085261,4.73409042595958,2.20039616926464e-06,0.000384566381925481,"Upregulated"
"Pantoea agglomerans",450.937423187876,1.91327203626983,0.40549883285939,4.71831699928288,2.378037458648e-06,0.000404068198181939,"Upregulated"
"Bacillus sp. HNR-4",4.65122018446811,-21.2915888178064,4.5115924235171,-4.71930680325244,2.36649677122881e-06,0.000404068198181939,"Downregulated"
"Limosilactobacillus pontis",2566.48705748306,5.96094699992394,1.26820851290148,4.7002893761422,2.59793086285596e-06,0.00043538474213945,"Upregulated"
"Citrobacter freundii",1503.44335010292,2.57189012531034,0.548639766723346,4.68775739802912,2.76215179828943e-06,0.000456650879733418,"Upregulated"
"Aeromonas hydrophila",576.12870898837,1.7769891970084,0.379485876094254,4.68262275080574,2.83227476332253e-06,0.000462000659393172,"Upregulated"
"Gardnerella leopoldii",15.4702141977544,17.0754376475242,3.66459262250124,4.65957322041147,3.16865669575886e-06,0.000510070342314657,"Upregulated"
"Ralstonia pseudosolanacearum",253.48078732565,2.20951106939706,0.474781499177459,4.65374298119232,3.25963073647908e-06,0.000517900291299806,"Upregulated"
"Desulfonema magnum",185.372349366671,4.05437865253118,0.879626691244927,4.609203759828,4.04214035198409e-06,0.000633994167515044,"Upregulated"
"Streptomyces sp. S1D4-14",84.2617859286714,-22.7495203702812,4.95241432215442,-4.59362219928009,4.35617733527694e-06,0.000674600930630103,"Downregulated"
"Streptococcus sp. S1",10.5506274571965,17.6273211516006,3.84549489509299,4.58388884460459,4.56406926356123e-06,0.000697960292130101,"Upregulated"
"Staphylococcus sp. SB1-57",12.6821216366034,19.7225753278351,4.31487185487532,4.5708368617137,4.85780354269141e-06,0.000733708253596132,"Upregulated"
"Pseudomonas sp. LH1G9",13.5229858304108,-19.9854823939617,4.4036375771941,-4.53840309144968,5.66818335667054e-06,0.000845665307140335,"Downregulated"
"Lachnoclostridium sp. YL32",246.951812942678,23.7602767918234,5.24307769662959,4.53174226410896,5.8499197015581e-06,0.000862264067817611,"Upregulated"
"Citrobacter sp. RHBSTW-00628",41.2248996892016,26.2365396768643,5.81035495395226,4.51547967117189,6.31736070031549e-06,0.000920078461995948,"Upregulated"
"Streptomyces sp. NBC_01718",11.2362080025171,-21.485018898786,4.77928663692487,-4.49544472448928,6.94246919795008e-06,0.000999225507855545,"Downregulated"
"Pseudoalteromonas arctica",8.62702752176531,17.9724876683812,4.01296638789607,4.478604087637,7.5132733193238e-06,0.00106880681149543,"Upregulated"
"Prevotella communis",220.047717360658,2.38271960352724,0.534264493547759,4.45981275623409,8.20312875132171e-06,0.00114042133117807,"Upregulated"
"Kibdelosporangium phytohabitans",156.402367284216,2.52327904120556,0.56557612992876,4.46143128693108,8.14140519668506e-06,0.00114042133117807,"Upregulated"
"Halomonas qaidamensis",23.0921599296975,-21.187507184738,4.75857020177316,-4.45249440196197,8.48784538075998e-06,0.00116674494818222,"Downregulated"
"Streptomyces sp. NBC_01104",8.06439362184617,-20.2438177575178,4.57076399837701,-4.42897899885139,9.46802409430784e-06,0.00128702007521958,"Downregulated"
"Polynucleobacter sp. MG-Unter2-18",10.7593085773895,-19.0987062624453,4.31854937307087,-4.42248185965846,9.75735439281294e-06,0.00131177443562279,"Downregulated"
"Staphylococcus cohnii",340.611594027292,4.12327147148046,0.934719057422439,4.41124147275942,1.02779619020404e-05,0.00134205941373907,"Upregulated"
"Geobacillus sp. E263",6.93246119492483,17.9995089037855,4.08102943816677,4.41053150350982,1.03117201971123e-05,0.00134205941373907,"Upregulated"
"Paludibacterium sp. B53371",9.04982421609638,-19.8723771441884,4.50549798391274,-4.41069493652963,1.03039397586036e-05,0.00134205941373907,"Downregulated"
"Limosilactobacillus vaginalis",2992.97047760919,4.01441456576112,0.910677356121959,4.40816337287243,1.0425089650291e-05,0.00134253207138589,"Upregulated"
"uncultured Desulfotomaculum sp.",5.38582648251569,-25.724758364001,5.84983032041375,-4.39752214251943,1.09493717429136e-05,0.00139536056148755,"Downregulated"
"uncultured Gammaproteobacteria bacterium",618.989063997649,1.81337468438082,0.414397097296647,4.37593481279313,1.20913148778908e-05,0.00152500150738264,"Upregulated"
"Edwardsiella tarda",406.374837723799,2.82893501691922,0.64747154401624,4.36920362456618,1.24700451659608e-05,0.00155671972000372,"Upregulated"
"Bacillus safensis",167.942440963872,3.07070468581744,0.703447828218522,4.36522022335897,1.26994749861804e-05,0.00156934724223162,"Upregulated"
"Acidithiobacillus ferridurans",8.37796915278351,20.9665107144355,4.81570007201937,4.35378250324538,1.3380846674067e-05,0.00163701278210536,"Upregulated"
"Streptomyces formicae",257.678366066436,2.33765062237117,0.538922136104981,4.33764075691224,1.44020300804559e-05,0.00174035458876608,"Upregulated"
"Escherichia sp. 10290",58.8038566426636,-25.1934639696268,5.810304252249,-4.33599737223315,1.45100676846608e-05,0.00174035458876608,"Downregulated"
"Arthrobacter citreus",356.968913613064,2.25802400000722,0.521910265756562,4.32646021387218,1.51524673600443e-05,0.00179003491948086,"Upregulated"
"Micrococcus sp. 2A",281.028460313685,2.11597818388493,0.489184138885345,4.32552492136479,1.5216906296061e-05,0.00179003491948086,"Upregulated"
"Vibrio natriegens",248.227241753847,2.81440117816176,0.65191236244684,4.31714650662306,1.58059252999105e-05,0.00184161609637243,"Upregulated"
"Chryseobacterium rhizoplanae",21.4741153967507,19.8144029381128,4.5951912079693,4.31198660542118,1.61794237654749e-05,0.00186734972025301,"Upregulated"
"Psychrosphaera ytuae",10.7926733092165,16.5993465853227,3.85581575437804,4.30501549937265,1.66974044783203e-05,0.00190912192885767,"Upregulated"
"Paenalcaligenes faecalis",8.15426409886637,17.9152742091011,4.16835982562451,4.29791931564282,1.72408894939363e-05,0.00195300964878533,"Upregulated"
"Klebsiella oxytoca",284.592583256946,1.93243311026814,0.45033972216871,4.29105631846572,1.77825204539111e-05,0.00199588399296467,"Upregulated"
"Streptomyces rimosus",271.871406541942,2.67132495143236,0.622946891401223,4.28820656833784,1.80121546174572e-05,0.00200327908718155,"Upregulated"
"Desulfamplus sp.",124.53585432315,2.56357250225967,0.599116747496618,4.27891978144734,1.8780252700039e-05,0.00206988839218268,"Upregulated"
"Salmonella enterica",42064.4729327437,3.17085077592372,0.743569965767494,4.26436101766275,2.00475081766282e-05,0.0021898322770792,"Upregulated"
"Polynucleobacter sp. MWH-UH23A",5.71674155552347,-18.8723315024262,4.43527272500305,-4.25505547743138,2.08997189084805e-05,0.0022627182400562,"Downregulated"
"Enterobacter kobei",263.019125088078,2.20298388180473,0.518366841413927,4.24985494017278,2.13908999325193e-05,0.00229558131381089,"Upregulated"
"Pectobacterium sp. 21LCBS03",7.39269938824911,19.2876138886331,4.54737490603112,4.24148311656737,2.22047595658601e-05,0.00236220024807593,"Upregulated"
"Paenarthrobacter sp. GOM3",221.372305939806,3.14685944922082,0.744284944594879,4.22803050373897,2.35745836637909e-05,0.00248630565985188,"Upregulated"
"Shigella sonnei",2665.93774543201,3.48144651129286,0.824387021734446,4.22307292510278,2.40993800039874e-05,0.00251993004246822,"Upregulated"
"Streptomyces sp. NBC_00104",10.5269548137899,-22.7216520664723,5.3834938219703,-4.2206144964343,2.43637272794791e-05,0.00252598169099278,"Downregulated"
"Bacillus sp. KH172YL63",129.198675518039,3.36755874089442,0.798489112250969,4.21741347405621,2.47120596549925e-05,0.0025405658640267,"Upregulated"
"Aurantimicrobium sp. INA4",5.97791993790509,17.8836949329383,4.24843576964417,4.20947753540737,2.55961889344755e-05,0.00260953146186977,"Upregulated"
"Bifidobacterium pseudolongum",2184.62014156797,3.18062745594362,0.761675770886145,4.1758285841799,2.96903340237308e-05,0.00299752228457109,"Upregulated"
"uncultured Hyphomonas sp.",212.935965899794,1.49205972702146,0.357440516676572,4.17428818896752,2.98919175018532e-05,0.00299752228457109,"Upregulated"
"Streptomyces sp. NBC_01089",206.805360028245,3.17491997315097,0.767920110660966,4.13444045685722,3.55820487588375e-05,0.00351057084286789,"Upregulated"
"Leptotrichia sp. HSP-342",7.90545760269162,18.0826648823606,4.37194090263058,4.13607257853837,3.53300488887352e-05,0.00351057084286789,"Upregulated"
"Treponema endosymbiont of Teranympha mirabilis",6.31924977280858,-18.8130524427981,4.57360539292981,-4.11339650593394,3.89879874741612e-05,0.0038158323100711,"Downregulated"
"Klebsiella variicola",375.653997236201,2.42606789803726,0.590324994882963,4.1097156973986,3.9614653556054e-05,0.00384639421908543,"Upregulated"
"Methylomonas rhizoryzae",8.70483684600036,19.3386093813044,4.71658611847467,4.10012854542311,4.12920715164234e-05,0.00397769451127499,"Upregulated"
"Saccharopolyspora sp. SCSIO 74807",160.304851330936,1.74044058770002,0.426452273801863,4.0812083663755,4.48021675768248e-05,0.0042821071729287,"Upregulated"
"Bartonella rochalimae",13.8043714257127,-22.4403263003182,5.5064957222075,-4.07524629680854,4.59656710141802e-05,0.00435925596269365,"Downregulated"
"Streptomyces sp. A10(2020)",11.061209432415,19.4708329419924,4.78716815434726,4.06729663847526,4.75616833177017e-05,0.00447592025929817,"Upregulated"
"Chryseobacterium sp. CP-77",5.25352447224573,18.7271374489642,4.64018457131401,4.03586046226196,5.44025437832384e-05,0.0050806161881232,"Upregulated"
"Paraburkholderia terrae",186.231063217273,1.73424084138605,0.430798721293712,4.02564064298527,5.68204069721299e-05,0.00526621862800785,"Upregulated"
"Planobispora longispora",378.838410623567,1.79064113836712,0.445581153456243,4.0186644441257,5.85289540617508e-05,0.00536436779597872,"Upregulated"
"Lysobacter antibioticus",119.391889437494,3.39023048368552,0.843813092915131,4.017750509148,5.87563580726785e-05,0.00536436779597872,"Upregulated"
"Vogesella sp. LIG4",112.579943405688,2.74480165241676,0.686306276767041,3.99938299463995,6.350783555109e-05,0.00572214630088817,"Upregulated"
"Citrobacter sp. TSA-1",9.71892734430536,20.9505357688464,5.23894321449333,3.99900035390487,6.36105850025169e-05,0.00572214630088817,"Upregulated"
"Streptomyces sp. NBC_00539",13.3523725958559,23.2250031956511,5.81080021645619,3.99686830221385,6.41859860944496e-05,0.0057317617071496,"Upregulated"
"Spiroplasma poulsonii",6.98057743419074,19.1528029053636,4.80722196894609,3.98417277776807,6.77155932786427e-05,0.00600313455196315,"Upregulated"
"Labilithrix luteola",290.494914590677,2.22331933338735,0.559105174850976,3.97656726031906,6.99172297195385e-05,0.00610976705992024,"Upregulated"
"Dactylosporangium fulvum",153.880108690309,1.78925175703277,0.449765559528817,3.97818756711214,6.94425829944642e-05,0.00610976705992024,"Upregulated"
"Tatumella ptyseos",146.247515919446,2.98035446832194,0.750173519379583,3.9728867939604,7.10068009808534e-05,0.00616097307233873,"Upregulated"
"Treponema pallidum",19.9450295088049,-23.0442676315929,5.81077916614485,-3.96577928238178,7.31565364441641e-05,0.0063027962454782,"Downregulated"
"Brevundimonas diminuta",293.655082923009,1.72952009544399,0.436377532564605,3.96335733711942,7.39030344202991e-05,0.00632258547620937,"Upregulated"
"Pantoea sp. RSPAM1",7.02952387028859,-22.916479211798,5.79833833329402,-3.95224940224887,7.7419988386119e-05,0.00657747317997069,"Downregulated"
"Cyclobacteriaceae bacterium",241.01486861885,1.988427147355,0.507959608871665,3.9145379133036,9.05775051598645e-05,0.00763289614413422,"Upregulated"
"Sphingobacterium sp. G1-14",5.79467593363956,16.9404442888786,4.34518233921286,3.89867282116115,9.67213575717112e-05,0.00799519654413726,"Upregulated"
"Caballeronia sp. SBC1",12.0500235255832,17.6515750456577,4.52722740681503,3.89898131008087,9.65982296701842e-05,0.00799519654413726,"Upregulated"
"Brevibacterium casei",224.572080537883,2.12590002769775,0.545742232409824,3.89542883333484,9.80251417671304e-05,0.00804858781462465,"Upregulated"
"Cronobacter sakazakii",220.12598863606,1.74501984236158,0.448290079079304,3.89261311770604,9.91702342162442e-05,0.00808832430267688,"Upregulated"
"Streptomyces milbemycinicus",45.4765103356938,22.5997370853338,5.81063098124826,3.88937744597211,0.000100501705427913,0.00814263486228538,"Upregulated"
"Rhizobium sp. CCGE532",33.3174683307494,20.9040996858351,5.37784479996349,3.88707753075675,0.000101458355884616,0.00816606267034465,"Upregulated"
"Mycoavidus sp. SF9855",7.23718021677225,17.3673803190863,4.48776666320444,3.86993835073532,0.000108862878262967,0.00870476112855646,"Upregulated"
"Ligilactobacillus sp.",2.35339498351383,22.4759387705915,5.81343371068847,3.86620711426839,0.00011054107251395,0.00878155507230952,"Upregulated"
"Serratia sarumanii",2.91986575632193,22.4542713711262,5.81280175842742,3.86289990684301,0.000112048926613684,0.00884391334317293,"Upregulated"
"Brevibacterium pigmentatum",229.98615783837,4.06700177831127,1.05467702827719,3.8561584914338,0.00011518282375909,0.00903299144787629,"Upregulated"
"Pantoea sp. PSNIH1",15.9126395326041,-22.3421427808204,5.81123189261507,-3.8446482938003,0.000120725461394395,0.00940735856496194,"Downregulated"
"Pseudomonas syringae",532.390996322373,1.31049352806386,0.341086953319323,3.84210980604991,0.000121981238882395,0.00944505364865331,"Upregulated"
"Oryzomicrobium terrae",141.846022338722,2.23830803563878,0.583047958736109,3.83897756968539,0.000123547715462338,0.00950618082368707,"Upregulated"
"Moraxella osloensis",216.606728143021,2.79979418450662,0.729756629410579,3.83661356631731,0.000124742524338727,0.00953812526724988,"Upregulated"
"Xanthobacter flavus",18.495797029406,18.6765310674725,4.87742564171544,3.82917802123658,0.000128571978484813,0.00976987319741122,"Upregulated"
"Serratia marcescens",1076.01394606969,1.05787066621385,0.27678340877876,3.82201617821478,0.000132365003414295,0.00998706375721285,"Upregulated"
"Shigella boydii",3116.39831432355,3.01035057886849,0.7879014762369,3.82071955651897,0.000133062889686586,0.00998706375721285,"Upregulated"
"Streptococcus alactolyticus",113.742387835979,4.35845709723837,1.14139432509304,3.8185375565829,0.000134245149053346,0.0100143606921868,"Upregulated"
"Aliarcobacter cibarius",23.2114424815789,8.46897935061356,2.21988485479511,3.8150534395151,0.000136153465691031,0.0100951606016004,"Upregulated"
"Actinoplanes sp. ATCC 31351",11.4524042291988,18.7694485254759,4.92340277115441,3.81229190417727,0.000137684135484169,0.0101471549006826,"Upregulated"
"Bradyrhizobium sp. LMG 8297",18.3949435771211,19.1329570922496,5.04619435745337,3.79156166745533,0.000149702964814459,0.0109668627038329,"Upregulated"
"Pseudomonas furukawaii",247.332417967979,2.4807046703838,0.654619271221473,3.78953810167394,0.000150927661472243,0.0109907679193537,"Upregulated"
"Paenibacillus sp. YC28",8.29028707145939,-18.8986592771288,4.99182478998737,-3.78592199690898,0.000153139710283176,0.011085865181091,"Downregulated"
"Arthrobacter sp. JZ12",102.025353293169,3.92483952265425,1.03783286359989,3.781764540622,0.000155720620138426,0.0112063886280794,"Upregulated"
"Polynucleobacter sp. JS-Mosq-20-D10",5.44670303244964,17.99749185652,4.78591602759766,3.76051141573288,0.000169566335959516,0.0121314301411036,"Upregulated"
"Streptococcus parasuis",161.107477549368,1.71889185887496,0.458389775449492,3.74984772989195,0.000176941980629891,0.0125855127385238,"Upregulated"
"Shigella dysenteriae",2613.21245647322,2.92660182593637,0.78202482854627,3.74233875844673,0.000182315514385493,0.0128927630230759,"Upregulated"
"Erysipelotrichaceae bacterium",238.842864709283,1.56463018689961,0.419228924363623,3.73216182369733,0.000189843472777311,0.0132716859769007,"Upregulated"
"Corynebacterium tuberculostearicum",228.909335010668,2.18080423399952,0.584248193615017,3.73266748247155,0.000189462637638338,0.0132716859769007,"Upregulated"
"Candidatus Cohnella colombiensis",111.601931514994,3.55224780126707,0.953444660713406,3.72569898142712,0.000194774733167383,0.0135390573043737,"Upregulated"
"Enterobacter mori",214.802606832952,2.15042401291345,0.577567464182858,3.72324299111251,0.000196680063057573,0.0135942592737082,"Upregulated"
"Microbispora hainanensis",213.231345042653,2.02752687343416,0.54489439594916,3.72095380041921,0.00019847174864406,0.0136410301848957,"Upregulated"
"Streptomyces sp. 2114.2",15.3116803957001,-21.5711005468486,5.81160853557127,-3.71172635163187,0.000205850468793328,0.0140691320403217,"Downregulated"
"Microcella indica",2.37392014190397,-21.5213302676519,5.81196482177093,-3.70293539751574,0.000213119166242819,0.0144849993323036,"Downregulated"
"Enterobacter cloacae",314.171932746102,1.51866665396019,0.410287725630772,3.7014674314846,0.000214356173797722,0.0144885824875212,"Upregulated"
"Stenotrophomonas sp. PAMC25021",3.49497140554025,-21.5036160711888,5.81207215617175,-3.69981918554718,0.000215753131174301,0.0145028780592659,"Downregulated"
"Enterococcus mundtii",142.732587913537,2.01688709706893,0.54547450562809,3.69749103992783,0.000217740902447198,0.0145565147570438,"Upregulated"
"Bradyrhizobium brasilense",98.6218539922068,3.35406390864607,0.908457641533669,3.69204215507913,0.000222460579824373,0.0147912105085401,"Upregulated"
"Gemmatimonadota bacterium DH-78",112.197084035083,2.97933989645751,0.807983700046492,3.68737623826579,0.000226578230332957,0.0149835571345589,"Upregulated"
"Streptomyces sp. NBC_00868",2.89891350488101,21.3823064566976,5.8138409292757,3.6778279139057,0.000235228567492455,0.0154719693263586,"Upregulated"
