"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diff_expression"
"Thomasclavelia spiroformis",15523.8022939299,-3.37229659816952,0.740024079186841,-4.55700928255618,5.18871318623832e-06,0.000668197022320417,"Downregulated"
"Leptotrichia sp. HSP-342",7.90545760269162,19.6346568966968,4.35929843579591,4.50408642259245,6.66590773335543e-06,0.000849486616769483,"Upregulated"
"Sporosarcina sp. FSL K6-1540",18.5527991560017,18.1230187373645,4.04764454304164,4.47742348535027,7.55492914772982e-06,0.000952855703023986,"Upregulated"
"Halomonas qaidamensis",23.0921599296975,-21.191794832414,4.75857020177315,-4.45339543893194,8.45228786243122e-06,0.00105515601743861,"Downregulated"
"Phocaeicola dorei",80331.6384051378,-2.8249141561821,0.634786041872509,-4.45018316384068,8.57970837527578e-06,0.00106024396225378,"Downregulated"
"Prevotella nigrescens",1098.70716877253,-4.34248739818818,0.983026660196612,-4.41746655916703,9.98645150040623e-06,0.0012217424765597,"Downregulated"
"Lachnoclostridium sp. YL32",246.951812942678,22.9807359022778,5.24297726472081,4.38314620528906,1.1697755036755e-05,0.00141693401108575,"Upregulated"
"Tistrella mobilis",191.561754848329,1.2073560697153,0.277996735758265,4.34305844067595,1.40512736417826e-05,0.00168532629150557,"Upregulated"
"Spiroplasma endosymbiont of Drosophila atripex",9.24951827844531,20.0884612477085,4.6385346604469,4.33077743689276,1.48583805816742e-05,0.00176482939840973,"Upregulated"
"Acetobacter sp. AC2005",17.2894125421007,16.6776153355133,3.86259020316617,4.31772837870366,1.57643260652167e-05,0.00185443043347943,"Upregulated"
"Bacteroides uniformis",10594.8175388058,-2.51653441727199,0.585641565180347,-4.29705568541233,1.73081726392274e-05,0.00199989834298457,"Downregulated"
"Bacteroides zhangwenhongii",509.648993182709,-2.7823944532236,0.647549863881211,-4.29680339448578,1.73278751313033e-05,0.00199989834298457,"Downregulated"
"Kitasatospora sp. NBC_00085",9.56201798948935,21.3262085170907,4.97128701886017,4.28987673336561,1.78772315795375e-05,0.00204401916957067,"Upregulated"
"Paenibacillus sp. YC28",8.29028707145939,-21.2904705167779,4.99182478998737,-4.2650676681366,1.99841625268312e-05,0.00226376152178937,"Downregulated"
"Bacteroides cellulosilyticus",6871.84000108156,-2.68823077131639,0.631653223740897,-4.25586488009297,2.08242447559055e-05,0.00233728266370411,"Downregulated"
"Bacteroides caccae",2906.26146383862,-2.55792617906641,0.604912468491363,-4.22858894849005,2.3516154317679e-05,0.00258696621311302,"Downregulated"
"Bacteroides sp. DH3716P",3640.89186396449,-4.11500288775736,0.97297414880057,-4.22930341245974,2.34416017893212e-05,0.00258696621311302,"Downregulated"
"Pseudomonas sp. Marseille-Q3773",12.3189842452749,15.2646445015466,3.61122763747326,4.22699592325537,2.36831956734231e-05,0.00258696621311302,"Upregulated"
"Streptomyces sp. NBC_00775",15.2032155635586,24.5372358752758,5.81029926057378,4.22305887784043,2.41008826816857e-05,0.00260929379405082,"Upregulated"
"uncultured Geobacter sp.",12.4347881633127,24.4763455331417,5.81032859296783,4.21255788575626,2.52494978692607e-05,0.00270966979765382,"Upregulated"
"Eggerthella lenta",15038.3047561424,-3.23775035084966,0.771967570455133,-4.19415332297025,2.7389268418969e-05,0.00291374182467536,"Downregulated"
"Lysinibacillus sp. FSL W7-1291",15.0721748859489,15.8348458667247,3.78663696646287,4.18177026394905,2.89248158234207e-05,0.0030505706619287,"Upregulated"
"Parabacteroides distasonis",162356.511416592,-2.69636561938617,0.647164494111119,-4.16643008681994,3.09406722973782e-05,0.00320786597361122,"Downregulated"
"Bacteroides stercoris",3584.55790564199,-2.4365964754009,0.584754027943254,-4.16687420516127,3.08804790564299e-05,0.00320786597361122,"Downregulated"
"Sphingobacterium sp. G1-14",5.79467593363956,17.8508897442325,4.32515451045307,4.1272259062862,3.67165660615674e-05,0.00377470982518669,"Upregulated"
"Xanthobacter flavus",18.495797029406,20.0814997452744,4.86892629355791,4.12442056718835,3.71669228766841e-05,0.00378916778727794,"Upregulated"
"Billgrantia desiderata",8.56280553014917,20.4839845814355,4.97439922714827,4.1178811040421,3.82371869082852e-05,0.00386606400525588,"Upregulated"
"Bacteroides graminisolvens",189.566148271993,-2.46277762690888,0.599529860494678,-4.10784814767494,3.99362522040563e-05,0.00400475499561004,"Downregulated"
"Bacteroidales bacterium SW299",4875.70035997006,-2.60728557367189,0.637369827738786,-4.09069500971175,4.30082406596161e-05,0.00427774647341255,"Downregulated"
"Pseudoalteromonas sp. FE4",18.5115786907725,-20.8866731469872,5.11661987468041,-4.08212328813888,4.46261110590955e-05,0.00440286969916915,"Downregulated"
"Bacteroidales bacterium",5298.46188825975,-1.53762965233883,0.376949955859708,-4.07913471917503,4.52036368856343e-05,0.0044241703492708,"Downregulated"
"Rhizobium sp. CCGE532",33.3174683307494,21.881049149759,5.37660535101412,4.06967737470854,4.70782857684635e-05,0.00457107736580462,"Upregulated"
"Phocaeicola salanitronis",2965.76238774594,-2.51749243511007,0.619132614238838,-4.0661602655274,4.77940743543991e-05,0.00460403705237573,"Downregulated"
"Psychrosphaera ytuae",10.7926733092165,15.6176213627001,3.85032789321274,4.05617957634996,4.98819138791708e-05,0.00476761979998262,"Upregulated"
"Chryseobacterium rhizoplanae",21.4741153967507,18.5852290486696,4.59366542754729,4.04583863187287,5.21361392901292e-05,0.00494444595407318,"Upregulated"
"Streptomyces sp. 2114.2",15.3116803957001,-23.3689385465336,5.81160853557127,-4.02107925946813,5.79321070268546e-05,0.00545185690281953,"Downregulated"
"Lactococcus sp. LG1267",8.5102160177192,18.9818764786179,4.73619552024776,4.00783210859185,6.12786562455983e-05,0.00572277160693625,"Upregulated"
"Paenibacillus sp. FSL F4-0097",11.7661394452534,22.0140004480226,5.50875318220562,3.9961856557909,6.43712585201517e-05,0.00596604527829951,"Upregulated"
"Bradyrhizobium sp. B124",20.9136633389635,-7.52458930603267,1.8871791019417,-3.98721525598217,6.68533659709525e-05,0.00614950435555364,"Downregulated"
"Methylomonas rhizoryzae",8.70483684600036,18.7749101738468,4.71384399504385,3.98292989619232,6.80708398338884e-05,0.00621476607856561,"Upregulated"
"Streptococcus sp. S1",10.5506274571965,15.2871466925546,3.85318156185685,3.96740886645053,7.26582817553057e-05,0.00658445495551415,"Upregulated"
"Streptomyces gougerotii",7.29622047310459,20.2009710891753,5.11750435620042,3.94742626153305,7.89958370265155e-05,0.00710614022192934,"Upregulated"
"uncultured Frankia sp.",10.7995318131371,20.5281307641229,5.20441790578665,3.94436633178481,8.00112676440043e-05,0.00714494779822444,"Upregulated"
"uncultured Bacteroides sp.",20388.1765145403,-2.42773006746354,0.6178595612023,-3.92925871817763,8.52081255925074e-05,0.00755388556883141,"Downregulated"
"Enterococcus durans",1890.91993893597,-3.22874087862481,0.823357481925688,-3.92143260916674,8.80240676428767e-05,0.00774738448592053,"Downregulated"
"Microcella indica",2.37392014190397,-22.7085686617115,5.81196482177093,-3.90721027364927,9.33678948847354e-05,0.00815902018585609,"Downregulated"
"Streptomyces sp. NBC_00371",27.3039052559733,-22.6392958766207,5.81282624165136,-3.89471402299979,9.83146520322883e-05,0.00853036491463131,"Downregulated"
"Gordonibacter urolithinfaciens",3695.5811476579,-2.26878530211296,0.583543029148021,-3.88794859811008,0.000101095028337144,0.00870983504701847,"Downregulated"
"Pseudonocardia sp. EC080625-04",1.3485668106406,-22.5612557292878,5.81259369103216,-3.88144379747305,0.000103838151077969,0.00888360797404106,"Downregulated"
"Streptomyces sp. NBC_01238",3.98906415906501,22.4964403308091,5.81066849570046,3.87157524946658,0.000108134263535524,0.00918690680620559,"Upregulated"
"Bacteroides salyersiae",11233.3946531018,-2.5300306205333,0.655399596426284,-3.86028711999346,0.000113253870576756,0.00955550243197262,"Downregulated"
"Spiroplasma endosymbiont of Tiphia femorata",1.32086875735098,-22.3508571467904,5.81264434065307,-3.84521326902295,0.000120447634113406,0.0100928517516672,"Downregulated"
"Hymenobacter daecheongensis",3.10200458693737,-22.3094312833447,5.81209659438343,-3.83844812643059,0.000123814364122845,0.0103043872835299,"Downregulated"
"Streptomyces sp. A10(2020)",11.061209432415,18.268283734731,4.78504917337524,3.8177839083407,0.000134655787976177,0.0110724972433556,"Upregulated"
"Bacillus sp. ABP14",9.31804575238114,17.8181005099455,4.66757524064522,3.81742116437365,0.000134853857222493,0.0110724972433556,"Upregulated"
"Bacteroides eggerthii",427.633367055008,-2.2525009807627,0.590845580659979,-3.81233448212753,0.000137660412734114,0.0111914736491193,"Downregulated"
"Terrabacter sp. DBF63",13.8725577645244,21.5427913045365,5.65206770946687,3.81148854045991,0.000138132460439514,0.0111914736491193,"Upregulated"
"Streptomyces sp. NBC_01635",19.1758566718891,-8.4015972994184,2.20952517595427,-3.80244470207941,0.000143275252659659,0.0115317726384097,"Downregulated"
"Pseudomonas sp. B21-009",1.62776477588631,21.9338662851166,5.81139400589864,3.7742865589312,0.000160466226692925,0.0127476871257224,"Upregulated"
"uncultured anaerobic ammonium-oxidizing bacterium",1.29327082388304,-21.9465224058411,5.81323284774077,-3.77526979920825,0.000159834572025744,0.0127476871257224,"Downregulated"
"Alistipes onderdonkii",1541.09546339279,-2.2595287098313,0.599000586355579,-3.7721644373984,0.000161837537932807,0.0127736802520643,"Downregulated"
"Spiroplasma poulsonii",6.98057743419074,18.0881221090277,4.80445420426914,3.76486513139307,0.000166639000963637,0.013068343190956,"Upregulated"
"Rhodococcus sp. BH4",32.6468592521216,-21.0641894433407,5.63425022167459,-3.73859672797422,0.000185050292783691,0.014419778865705,"Downregulated"
"Acinetobacter sp. NEB149",5.23458066403754,18.3835722142094,4.92988364361564,3.72900732414176,0.000192235565297706,0.014884872821849,"Upregulated"
"Wolbachia endosymbiont of Delia radicum",5.56602646522573,21.5995786734642,5.81064941941365,3.71724003883267,0.000201411060875739,0.0154972510613446,"Upregulated"
"Streptomyces sp. NBC_01321",7.53917944147129,21.5657632995343,5.81051215887913,3.71150816138976,0.000206028023714258,0.0157534177632514,"Upregulated"
"Barnesiella sp. An22",1249.75438751305,-2.36991004811163,0.640806834328775,-3.69832205456116,0.000217029416775644,0.0164089734868956,"Downregulated"
"Paenibacillus sp. FSL R10-2796",12.4888884752011,21.4779743534083,5.81041466951477,3.69646153932796,0.00021862536197188,0.0164089734868956,"Upregulated"
"Pseudoalteromonas arctica",8.62702752176531,14.8955579175162,4.02892691634181,3.69715267286137,0.000218031227403194,0.0164089734868956,"Upregulated"
"Coprobacter secundus",420.949701347742,-2.26082034534904,0.613495907857372,-3.6851433178176,0.000228573983113251,0.0170510616427287,"Downregulated"
"Barnesiella viscericola",4692.90196353318,-2.40133290963757,0.654811075398702,-3.66721486525781,0.00024520674142948,0.0181809653008985,"Downregulated"
"Marinitoga piezophila",11.3189242181154,16.672469269614,4.55013457133151,3.66417058841738,0.000248141368925486,0.0182877199243036,"Upregulated"
"Mycobacterium sp. 2-64",25.0854525507501,21.2616877015996,5.81041587902265,3.65923681613922,0.000252967491535628,0.0183124514286797,"Upregulated"
"Fischerella sp.",6.44048532726865,20.1051857995251,5.49286972020169,3.66023350701041,0.000251985508163263,0.0183124514286797,"Upregulated"
"Candidatus Arthromitus sp. SFB-mouse",8.98171538145527,21.0559311418512,5.74987516183792,3.66198057335227,0.000250272842320198,0.0183124514286797,"Upregulated"
"Candidatus Pseudobacter hemicellulosilyticus",182.742013478164,-1.54008510419648,0.421647013492825,-3.65254598019981,0.000259653084143119,0.0186858578318054,"Downregulated"
"Klebsiella pneumoniae",4966.47567443543,-1.24327288784889,0.342292688837269,-3.63219235582319,0.00028102351164876,0.019988614194831,"Downregulated"
"Vibrio sp. B1FIG11",12.991845544716,15.0808362173977,4.15114815958455,3.63293133312471,0.000280219608635029,0.019988614194831,"Upregulated"
"Streptomyces milbemycinicus",45.4765103356938,21.0512075810017,5.81051865371043,3.62294811110519,0.000291264268076389,0.0205972662176101,"Upregulated"
"Prevotella sp. CAG:1058",4449.43920325926,-2.49981531009119,0.690360196588516,-3.62103047430063,0.000293431945238374,0.0206313012531395,"Downregulated"
"Parabacteroides chongii",14553.3221275484,-2.65350526895924,0.73716982905292,-3.599584742051,0.000318725754627862,0.0222816621835272,"Downregulated"
"Parabacteroides goldsteinii",61535.7651595309,-2.48095027617227,0.694355628940152,-3.57302536735986,0.00035288056135621,0.0242535999305161,"Downregulated"
"uncultured bacterium BD_contig00581",1.76765337972258,20.769006422727,5.81171827800319,3.57364301386318,0.00035204881977988,0.0242535999305161,"Upregulated"
"uncultured Pseudobutyrivibrio sp.",3.36507283725708,20.7798431223882,5.81107636501773,3.57590260687012,0.000349021581270324,0.0242535999305161,"Upregulated"
"Bacteroides zoogleoformans",287.969692043007,-2.12856324776757,0.596679108881685,-3.56735004809703,0.000360609614590246,0.0246463576809892,"Downregulated"
"Burkholderia sp. B21-005",14.9477309994254,20.7174852418561,5.81068450835838,3.56541216651069,0.000363284814391054,0.0246912578847786,"Upregulated"
"Prevotella intermedia",305.262448101724,-1.44129028409367,0.404557905351516,-3.56263038004745,0.000367157457374086,0.0248165985277048,"Downregulated"
"Chryseobacterium sp. PCH239",14.342559689529,20.5570781014461,5.81125922262574,3.53745673939454,0.000404000362607507,0.0271568155831881,"Upregulated"
