"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diff_expression"
"Pseudomonas sp. HOU2",29.0707338507496,-20.5946221605531,3.14085389552216,-6.55701374391034,5.48959558819035e-11,2.79832135108003e-08,"Downregulated"
"Flavobacterium oreochromis",14.0913854919849,18.4354328364296,2.84428430500067,6.48157176271635,9.07719750637557e-11,4.27117054973072e-08,"Upregulated"
"Prochlorococcus sp. MIT 0604",10.6955608110071,20.0574684920405,3.09267475227582,6.48547619735335,8.84519640252328e-11,4.27117054973072e-08,"Upregulated"
"Wolbachia endosymbiont (group A) of Agelastica alni",18.3433129251217,-23.5911642802044,3.64453191015472,-6.47302996976721,9.60568907516527e-11,4.34895040734644e-08,"Downregulated"
"Olleya sp. YS",13.3424239932039,20.9053355094428,3.23228919788508,6.46765627380166,9.95345850953902e-11,4.34895040734644e-08,"Upregulated"
"Shewanella aestuarii",26.2096449739986,-20.3971898012071,3.1736555022689,-6.42703336471927,1.30118270167144e-10,5.48919626629257e-08,"Downregulated"
"Lactobacillus amylovorus",5081.15846681464,5.04682440275004,0.793166903857696,6.36287820155378,1.98007706527809e-10,8.07475427220405e-08,"Upregulated"
"Frischella perrara",13.6122773875897,21.0096468401498,3.32446321315245,6.31971103095084,2.62052862804151e-10,1.03417894307935e-07,"Upregulated"
"Lactobacillus crispatus",159253.005375851,5.020964725193,0.796983019424048,6.2999644946281,2.97713832470974e-10,1.13819719576559e-07,"Upregulated"
"Lactobacillus johnsonii",1634.31862098085,4.59957288103756,0.733527702044623,6.27048285731648,3.59930177442818e-10,1.33435933055619e-07,"Upregulated"
"Brevibacillus sp. JNUCC-41",51.4360864113762,20.4732371677183,3.27984842752176,6.24212905569778,4.31654559733555e-10,1.55319467170009e-07,"Upregulated"
"Burkholderia sp. IDO3",21.199159595371,20.6008096388487,3.31119538132559,6.22156268851808,4.92227410996394e-10,1.72054575603711e-07,"Upregulated"
"Paenibacillus sp. FSL H8-0317",13.8110808366776,-23.8524439620633,3.83736587142995,-6.21583783283479,5.10515076256995e-10,1.73490040081335e-07,"Downregulated"
"Candidatus Hepatoplasma crinochetorum",7.08071734005436,-22.6073845594591,3.67328740805978,-6.15453735252376,7.52969767129196e-10,2.48968435974556e-07,"Downregulated"
"Lapidilactobacillus dextrinicus",20.36681951908,22.3679575882908,3.65575377839998,6.1185623934664,9.44233113467872e-10,3.03993366056999e-07,"Upregulated"
"Cobetia sp. AM6",21.5920516333944,21.4642902758095,3.51182395916341,6.11200633215189,9.83862790632674e-10,3.08630189246157e-07,"Upregulated"
"Pseudomonas sp. Marseille-Q3773",12.3189842452749,21.7634810961831,3.57707407046777,6.08415723785587,1.17105637088742e-09,3.58167591035919e-07,"Upregulated"
"Candidatus Ornithobacterium hominis",6.89669836071376,-22.7080307418279,3.73707050545639,-6.07642556078953,1.22891011196181e-09,3.66694788042457e-07,"Downregulated"
"Microbacterium sp. PAMC 28756",55.9990339626424,25.1956236248702,4.15067526649655,6.07024688928195,1.27713756364974e-09,3.7201192746883e-07,"Upregulated"
"Virgibacillus salarius",23.656887904207,19.9502774812483,3.32386503529521,6.00213223744097,1.9474298968697e-09,5.36942132570173e-07,"Upregulated"
"Candidatus Acetithermum autotrophicum",11.1240720899084,-22.7446966798424,3.78625900246237,-6.00716872909394,1.88791018429734e-09,5.36942132570173e-07,"Downregulated"
"Pseudomonas hunanensis",16.7528336247886,-24.110505056733,4.01851914146394,-5.99984825453628,1.97502010508892e-09,5.36942132570173e-07,"Downregulated"
"Kurthia sp. YJT4",46.653910094481,-23.0448596210699,3.87031061454353,-5.95426618589057,2.6124131500237e-09,6.94788314725867e-07,"Downregulated"
"Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1",7.46453039302311,-23.0757398888827,3.92781088128752,-5.87496205553525,4.2294021288133e-09,1.10090437540217e-06,"Downregulated"
"Sphingobacterium faecium",9.05238145527455,-20.6391096577076,3.51865716478267,-5.86562108530468,4.47454585922284e-09,1.11717538860678e-06,"Downregulated"
"Candidatus Vallotia sp. (ex Adelges kitamiensis)",10.4923929097759,-23.2423028086066,3.96229886300751,-5.86586312950785,4.46802259812833e-09,1.11717538860678e-06,"Downregulated"
"Burkholderia sp. KBS0801",10.7447154545923,-22.2480244883042,3.80548510913238,-5.84630443958736,5.0261382119362e-09,1.22979549769655e-06,"Downregulated"
"Mycoplasma sp. 1654_15",10.8163070953294,-22.7564952050992,3.91899657031208,-5.80671475384504,6.37105400956762e-09,1.5283034265304e-06,"Downregulated"
"Bacillus paramobilis",8.33638496121284,18.5571381852392,3.20092182085991,5.79743562129671,6.73366169464726e-09,1.55433239947763e-06,"Upregulated"
"Borreliella valaisiana",12.4376199364645,21.0561064574564,3.63193784312305,5.79748535546263,6.73166571038837e-09,1.55433239947763e-06,"Upregulated"
"Streptomyces sp. NBC_01175",11.8435845431348,-22.6386527904737,3.91134081512637,-5.787951973636,7.124977445947e-09,1.61420322358733e-06,"Downregulated"
"Streptomyces rubrolavendulae",8.29026796054577,-23.5110826832474,4.06563626902699,-5.78287902003447,7.34328749137415e-09,1.63341416671766e-06,"Downregulated"
"Spiroplasma endosymbiont of Sarcophaga carnaria",6.32214497756746,-22.4868424816357,3.90502313699456,-5.75844026853639,8.48946964215173e-09,1.82210827372078e-06,"Downregulated"
"Streptococcus sp. S5",6.43586264217595,-22.2586658127979,3.86469655330859,-5.75948603099048,8.43704410041152e-09,1.82210827372078e-06,"Downregulated"
"Enterobacter sp. ODB01",14.3833176333557,-22.7309522603848,3.95795451342844,-5.74310598650485,9.29555035375748e-09,1.96072005220464e-06,"Downregulated"
"Agathobaculum massiliense",26776.0586980748,3.24797581388317,0.566490760552603,5.73350183278333,9.83780027006408e-09,2.00592747506607e-06,"Upregulated"
"Paenibacillus sp. FSL E2-0230",365.977719240121,23.6218388694897,4.11866513168322,5.73531426184094,9.73317040915628e-09,2.00592747506607e-06,"Upregulated"
"Vibrio rotiferianus",9.28951287211849,-23.146398236356,4.04066674323568,-5.72836111146866,1.01405526313619e-08,2.03376263757511e-06,"Downregulated"
"Clostridium beijerinckii",1375.93220774067,3.49619756737569,0.611360024452757,5.71872125676718,1.07328694406467e-08,2.117837495756e-06,"Upregulated"
"Paenibacillus sp. FSL E2-0177",9.92941056881971,-22.4718421007704,3.93417619532738,-5.71195619745252,1.11684838687272e-08,2.16881320079379e-06,"Downregulated"
"Synechocystis sp. CACIAM 05",10.5383071263858,-23.5701063118274,4.12861960176523,-5.70895567655344,1.13671486214235e-08,2.17290150366398e-06,"Downregulated"
"Bartonella sp. HY761",18.6636132767189,17.6291911356109,3.10919005586316,5.6700268619368,1.42775132405089e-08,2.68724764591363e-06,"Upregulated"
"Leeuwenhoekiella palythoae",10.5906102437553,20.775554080917,3.66944716062823,5.66176679251053,1.49822345835258e-08,2.7357113118635e-06,"Upregulated"
"Vibrio sp. HDW18",13.574741616187,18.9891009923418,3.35298395429076,5.66334383081128,1.48451278129727e-08,2.7357113118635e-06,"Upregulated"
"uncultured pig faeces bacterium",7.97661751594118,-22.987934442002,4.10456654766888,-5.60057540181865,2.136414520718e-08,3.84366106565647e-06,"Downregulated"
"Psychrosphaera ytuae",10.7926733092165,21.1439440562831,3.82719529887775,5.5246577206246,3.30128559804834e-08,5.85332289949615e-06,"Upregulated"
"Streptococcus sp. S1",10.5506274571965,21.0961166868838,3.82321612032332,5.51789802693648,3.43078398470358e-08,5.99603018126623e-06,"Upregulated"
"Bacillus sp. FSL P2-0069",14.35787987153,18.9883117396078,3.45366101112474,5.49802417737111,3.84070281726109e-08,6.61790961498199e-06,"Upregulated"
"Agathobaculum sp. NTUH-O15-33",27108.3957155047,2.85432813175493,0.522924541151279,5.45839391180761,4.80460799097229e-08,8.16382974466042e-06,"Upregulated"
"Limosilactobacillus vaginalis",2992.97047760919,4.91959345177367,0.910628731567257,5.40241404782683,6.57499654193915e-08,1.10189736567238e-05,"Upregulated"
"uncultured bacterium Contig160",8.34209465368219,-20.8103514894602,3.88365289338342,-5.35844784813669,8.39399586710365e-08,1.38773169511008e-05,"Downregulated"
"Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1",25.4127741641781,-26.0132390412711,4.8634965529091,-5.34867019196535,8.86028331368594e-08,1.44528941412845e-05,"Downregulated"
"Bacillus sp. HSf4",14.7920507335276,17.8152873148588,3.35937427992761,5.30315643044177,1.13817308497649e-07,1.83215914757926e-05,"Upregulated"
"Massilia sp. Dwa41.01b",18.7407845477137,19.3395300253073,3.66821790170672,5.27218680665322,1.34807758695527e-07,2.14186768815724e-05,"Upregulated"
"Acetobacter sp. AC2005",17.2894125421007,20.1224373373747,3.85342399832926,5.22196294674534,1.77036398344263e-07,2.77674781710733e-05,"Upregulated"
"Legionella antarctica",5.3720940841091,-22.4935013428087,4.34444748145801,-5.1775286590091,2.24844413024833e-07,3.48195765689343e-05,"Downregulated"
"uncultured Fulvivirgaceae bacterium",16.8344381797822,17.7694165910421,3.43995952743449,5.165588853394,2.39683132823758e-07,3.6201030209455e-05,"Upregulated"
"Lysinibacillus sp. FSL W7-1291",15.0721748859489,19.466082063234,3.76824508199072,5.16582165960136,2.3938496090038e-07,3.6201030209455e-05,"Upregulated"
"Pseudoalteromonas arctica",8.62702752176531,20.55843604991,3.99782919396221,5.14239980061148,2.71251116552156e-07,4.04693434134033e-05,"Upregulated"
"arsenite-oxidising bacterium NT-25",70.7635603669345,21.5510417475104,4.20905786018915,5.12015811218662,3.05279594670666e-07,4.4997476640975e-05,"Upregulated"
"Bartonella kosoyi",10.6868801185965,-23.0137796967455,4.50445391549372,-5.10911647194043,3.23668790288413e-07,4.71400473855767e-05,"Downregulated"
"Sporosarcina sp. FSL K6-1540",18.5527991560017,20.5270889705685,4.04532251788808,5.07427748462563,3.88971098893902e-07,5.53334002775349e-05,"Upregulated"
"Mycoplasmopsis synoviae",5.84027432960401,-22.5030284777722,4.4333578802579,-5.07584298077535,3.85781783279377e-07,5.53334002775349e-05,"Downregulated"
"Lactobacillus helveticus",1263.36455665495,3.31728687795789,0.657709439069243,5.04369662483838,4.56623076814037e-07,6.42106519740567e-05,"Upregulated"
"Intestinibacillus sp. NTUH-41-i26",16606.3867561709,2.17511876326445,0.432029690339094,5.03465111751286,4.78719901523772e-07,6.65529463095662e-05,"Upregulated"
"Actinoalloteichus fjordicus",16.5580106704451,19.5911719838738,3.94242263134738,4.96932313347091,6.7187023251257e-07,9.17264775251281e-05,"Upregulated"
"Bacillus sp. HNR-4",4.65122018446811,-22.4157663358785,4.5115924235171,-4.96848213039685,6.74790173063718e-07,9.17264775251281e-05,"Downregulated"
"Spiroplasma endosymbiont of Cantharis rufa",10.8661492860425,-19.4406097924675,3.92148700028162,-4.95745868622574,7.14212231022781e-07,9.60183783992605e-05,"Downregulated"
"Streptomyces sp. S1D4-14",84.2617859286714,-24.4840189377315,4.95241432215442,-4.94385512702425,7.6592630812727e-07,0.000101851548409011,"Downregulated"
"Paenalcaligenes faecalis",8.15426409886637,20.381617474393,4.15390389332306,4.90661748509737,9.26604942808092e-07,0.000121893385702303,"Upregulated"
"Sphaerisporangium melleum",17.4417892522634,17.7244140480399,3.67464643354522,4.82343386461259,1.41107568947535e-06,0.000183649999840867,"Upregulated"
"Streptomyces sp. NBC_01718",11.2362080025171,-22.8588566703834,4.77928663692487,-4.7829013840215,1.72782905579205e-06,0.000222508007037473,"Downregulated"
"Candidatus Arcticimaribacter forsetii",5.42711974524963,-20.9557556342437,4.42754365572755,-4.73304325461251,2.21178331601677e-06,0.000281864136334887,"Downregulated"
"Sphingomonas flavescens",29.7565198314848,-7.64365057390038,1.62551577008876,-4.70229247513422,2.57256637634431e-06,0.000324461619053569,"Downregulated"
"Mycoavidus sp. SF9855",7.23718021677225,20.9686802174876,4.46609987467732,4.69507642146106,2.66507069986546e-06,0.000332698723899531,"Upregulated"
"Stenotrophomonas sp. G4",8.8089049193098,18.253633156638,3.92769670469703,4.64741412818586,3.36121942596722e-06,0.000415365236942253,"Upregulated"
"Streptomyces sp. NBC_01267",16.7084391030148,18.6868280002268,4.05020856411748,4.61379400700037,3.95384301978038e-06,0.000483713155039932,"Upregulated"
"Sphingobacterium sp. G1-14",5.79467593363956,19.862731841616,4.32251250857172,4.59518203873961,4.3237163558908e-06,0.000523726197009584,"Upregulated"
"Gardnerella leopoldii",15.4702141977544,16.7089106001307,3.65520501456005,4.57126495875687,4.84788842360606e-06,0.000581461440925456,"Upregulated"
"Peribacillus asahii",161.758470611157,2.62173718507196,0.575359422978935,4.55669461620678,5.19648906933195e-06,0.000617221818196185,"Upregulated"
"Chryseobacterium sp. WX",14.3890251899373,17.0188509632004,3.79586459191348,4.48352425412027,7.34202532471217e-06,0.000863676325216623,"Upregulated"
"Marinitoga piezophila",11.3189242181154,20.3447051261138,4.54233316604711,4.47891081133937,7.50248701506221e-06,0.000874146915640677,"Upregulated"
"Bacillus sp. ABP14",9.31804575238114,20.8734672872544,4.66392216689816,4.47551793111005,7.62263008274841e-06,0.000879766570116454,"Upregulated"
"Chryseobacterium sp. CP-77",5.25352447224573,20.5789844582208,4.63051142428233,4.44421416397008,8.82136999705242e-06,0.00100860411723308,"Upregulated"
"Snodgrassella alvi",215.940424113847,2.69341489998469,0.609735243941243,4.41735150911539,9.99176674969939e-06,0.00113184513347984,"Upregulated"
"Lactobacillus acidophilus",449.669565055828,4.0699540596341,0.926483269747892,4.39290615656944,1.11845414104715e-05,0.00125533651023586,"Upregulated"
"Limosilactobacillus oris",312.395832797497,3.60407501066399,0.821324080218795,4.38812777741022,1.14330601803424e-05,0.00127156416587554,"Upregulated"
"Staphylococcus sp. S9",20.8818711241756,-20.0170588294526,4.65909328981514,-4.29634213876124,1.73639518562063e-05,0.0019137890721516,"Downregulated"
"Streptococcus dysgalactiae",279.105870658813,2.42735773196026,0.56538273305715,4.29330007804623,1.76036827235496e-05,0.00192288798607059,"Upregulated"
"Kitasatospora sp. NBC_00085",9.56201798948935,21.2409213136173,4.97179858084157,4.27228114096727,1.93483419187402e-05,0.00209475765516697,"Upregulated"
"Pectobacterium sp. 21LCBS03",7.39269938824911,19.2523594167069,4.54482482302933,4.23610593727446,2.27429508628921e-05,0.00244067772681248,"Upregulated"
"Chryseobacterium rhizoplanae",21.4741153967507,19.3520093103769,4.59390179687509,4.2125430986663,2.52511514244037e-05,0.002686283361097,"Upregulated"
"Spiroplasma poulsonii",6.98057743419074,20.2136851759025,4.80257246102493,4.20892872308452,2.56584306333381e-05,0.00270607965834705,"Upregulated"
"Lactococcus sp. LG1267",8.5102160177192,19.7481554111862,4.73639108271507,4.16945202925809,3.05332872016406e-05,0.00316562911546501,"Upregulated"
"Pantoea sp. RSPAM1",7.02952387028859,-24.1850606521075,5.79833833329402,-4.17103302048399,3.03221915063667e-05,0.00316562911546501,"Downregulated"
"Lactobacillus kefiranofaciens",181.394772648684,4.26478602274125,1.03487128496028,4.12107871261009,3.77102547230941e-05,0.00387686769985154,"Upregulated"
"Methylomonas rhizoryzae",8.70483684600036,19.3934244173187,4.71421867823015,4.11381519208598,3.89173041907543e-05,0.0039676191622474,"Upregulated"
"Xanthobacter flavus",18.495797029406,19.9115434023454,4.86995395016593,4.08865126982708,4.33888563400614e-05,0.00438693610301084,"Upregulated"
"Caballeronia sp. SBC1",12.0500235255832,18.3755532790164,4.5130721253647,4.07162854228293,4.66855873750626e-05,0.00468156947497144,"Upregulated"
"Streptomyces sp. HNM0561",148.265688193788,23.3888356917583,5.81033884353332,4.02538239534673,5.68828036127057e-05,0.00565775788128327,"Upregulated"
"Microcoleus vaginatus",232.0529459838,4.89739236070893,1.22424271320387,4.00034430092082,6.32503913576216e-05,0.00624036522475115,"Upregulated"
"Pantoea sp. PSNIH1",15.9126395326041,-23.2252068889158,5.81123189261507,-3.99660645420646,6.42569927309769e-05,0.00628896039256617,"Downregulated"
"Polynucleobacter sp. JS-Mosq-20-D10",5.44670303244964,19.057422593305,4.7753554417522,3.99078619921795,6.58546269556394e-05,0.00639417068393089,"Upregulated"
"Wolbachia endosymbiont of Psylliodes chrysocephala",8.36262867956018,-20.5405723438217,5.15320375526648,-3.98598101672761,6.72018849166552e-05,0.0064736051974044,"Downregulated"
"Leptotrichia sp. HSP-342",7.90545760269162,17.3795582540746,4.36902054784528,3.97790719081096,6.95244966846261e-05,0.00664502103468528,"Upregulated"
"Bradyrhizobium sp. LMG 8297",18.3949435771211,19.9990063601415,5.04221563661395,3.96631318480691,7.29929378492525e-05,0.0069224465244012,"Upregulated"
"Lactobacillus gasseri",467.627231836111,3.25940190378766,0.822223042007993,3.96413349816578,7.36630232511712e-05,0.0069322571265756,"Upregulated"
"Hymenobacter sp. 5414T-23",3.80773140919348,22.8902405384113,5.8111508839475,3.93902016924778,8.18150529748729e-05,0.00764065158850836,"Upregulated"
"Moraxella sp. K23",16.6072708300391,-22.7192774898378,5.81170577174424,-3.90922706381592,9.25919028432564e-05,0.00858158590442727,"Downregulated"
"Acidithiobacillus ferridurans",8.37796915278351,18.801746197927,4.81801479038045,3.90238449152671,9.52496958362208e-05,0.00876153969067914,"Upregulated"
"Streptomyces sp. A10(2020)",11.061209432415,18.6253686443782,4.78649153129393,3.89123610114133,9.97348248855969e-05,0.0091056406541074,"Upregulated"
"Pseudomonas sp. GM17",5.0637243609568,-22.564349373451,5.81176377990482,-3.88253036908883,0.000103375100877371,0.00936808136395378,"Downregulated"
"Pseudomonas fuscovaginae",6.18952304306936,-20.0091070077085,5.18402263375458,-3.85976459235031,0.000113496307645727,0.0102096604980722,"Downregulated"
"Hymenobacter daecheongensis",3.10200458693737,-22.3462637781165,5.81209659438343,-3.84478533954701,0.000120658013522953,0.010774672536057,"Downregulated"
"Microcella indica",2.37392014190397,-22.3293931510079,5.81196482177093,-3.8419697702513,0.000122050871086639,0.0108200750498112,"Downregulated"
"Stenotrophomonas sp. PAMC25021",3.49497140554025,-22.2753106920469,5.81207215617175,-3.83259362470114,0.000126799317733585,0.0111601644111703,"Downregulated"
"Enterococcus hirae",3619.99501520323,2.69948996829956,0.705049674948042,3.82879400447705,0.000128772733084123,0.0112528972610797,"Upregulated"
"Rhizobium sp. CCGE532",33.3174683307494,20.513756906364,5.37732590654967,3.81486211973462,0.0001362589918409,0.0118226418878125,"Upregulated"
"Actinoplanes sp. ATCC 31351",11.4524042291988,18.6863557344275,4.91990776011724,3.79811099019105,0.000145803036623437,0.0125616503524727,"Upregulated"
"Spiroplasma endosymbiont of Tiphia femorata",1.32086875735098,-22.0612339342166,5.81264434065307,-3.79538685687725,0.000147413411843478,0.0126115781852665,"Downregulated"
"Pseudonocardia sp. EC080625-04",1.3485668106406,-21.9146126787691,5.81259369103216,-3.77019517338355,0.000163119930308411,0.0137387473129005,"Downregulated"
"Candidatus Rickettsiella viridis",9.19916474806601,16.8971058988703,4.48327920809917,3.76891670461774,0.000163957586045731,0.0137387473129005,"Upregulated"
"Streptomyces sp. NBC_00133",12.5454837586244,21.9170474134378,5.81069864699695,3.7718437566479,0.000162045717832974,0.0137387473129005,"Upregulated"
"[Acidovorax] ebreus",7.85421494749836,21.4082375791807,5.69936230443836,3.75625139017906,0.000172477443552725,0.0143543472409799,"Upregulated"
"Rickettsia endosymbiont of Oedothorax gibbosus",1.81535744933379,21.6511656919696,5.81222480506569,3.72510809855452,0.000195231542531937,0.0160606923521248,"Upregulated"
"uncultured Frankia sp.",10.7995318131371,19.3901895324487,5.20594441312126,3.72462477385984,0.000195605947397956,0.0160606923521248,"Upregulated"
"Streptococcus sp. CP1998",5.03649980362218,19.4516101274689,5.24193350808207,3.71077009990269,0.000206629696967753,0.01685271808469,"Upregulated"
"Acinetobacter sp. NEB149",5.23458066403754,18.2568060873964,4.93183469327629,3.70182847212751,0.000214051312853513,0.0173424090162244,"Upregulated"
"Intestinibacillus sp.",5124.95730700029,1.89915854844425,0.514892976109625,3.6884530117185,0.000225621681636014,0.0181595766653618,"Upregulated"
"Rhodococcus qingshengii",229.64479830023,2.47319778631728,0.678505220598982,3.64506817520719,0.000267320927291057,0.0213751910096653,"Upregulated"
"Staphylococcus sp. Mo2-6",0.920376307974335,21.167074923321,5.81421316994566,3.64057427972129,0.000272030611791156,0.0216105357445,"Upregulated"
"Limosilactobacillus mucosae",3738.51904400439,3.9565221405684,1.09424858387613,3.61574344154351,0.000299486876926346,0.0234866823866469,"Upregulated"
"Streptomyces gougerotii",7.29622047310459,18.5207123199976,5.12036294076719,3.61707022221801,0.000297956489247899,0.0234866823866469,"Upregulated"
"Paenibacillus rhizovicinus",178.246921845552,1.04433469081408,0.291418546618166,3.58362466264864,0.000338858922869591,0.026405095938768,"Upregulated"
"Citrobacter sp. TSA-1",9.71892734430536,18.7322708530143,5.24115131391414,3.57407556680993,0.000351467422887134,0.0272142560227924,"Upregulated"
"Pseudomonas sp. MM211",139.919655339906,4.45163512717163,1.25366453310816,3.55089819453922,0.000383918890640527,0.0295400233213598,"Upregulated"
"Ligilactobacillus agilis",1015.73992815312,2.32225057312714,0.658663925776049,3.52569873990142,0.000422367134566545,0.0320946554303547,"Upregulated"
"Streptomyces sp. CB00271",128.012908248566,3.23657632373635,0.917859875149063,3.52622051727746,0.000421535819038971,0.0320946554303547,"Upregulated"
"Kineobactrum salinum",135.221569950828,3.51269446715878,0.998986236246044,3.51625912320741,0.000437673599715698,0.0330524618451966,"Upregulated"
"Caldifermentibacillus hisashii",428.872198078923,1.5018203561479,0.428547303700136,3.50444476766269,0.000457560470371035,0.0343422993528788,"Upregulated"
"Anaerotruncus sp.",17377.2561396665,-2.19565161458226,0.628227186582269,-3.49499617571028,0.000474068547882649,0.0350781982143138,"Downregulated"
"Bradyrhizobium erythrophlei",176.926969375897,1.02804865412004,0.294011505978193,3.49662728572359,0.000471179646993217,0.0350781982143138,"Upregulated"
"Polaribacter sp. KT25b",16.3834186560285,7.5764237247779,2.16845364584425,3.49392929809581,0.000475967051134224,0.0350781982143138,"Upregulated"
"Poriferisphaera corsica",15.3112913061278,-6.64576220191974,1.91607990034891,-3.4684160095357,0.000523536150103529,0.0383529416788417,"Downregulated"
"Wolbachia endosymbiont of Delia radicum",5.56602646522573,20.0556649226748,5.81279430681632,3.45026227732792,0.00056004216468505,0.0407830704926006,"Upregulated"
"uncultured bacterium Contig1777_n_1791_cl",18.6431233526501,-6.79827905251068,1.9722269348201,-3.44700649427587,0.000566834956275837,0.0410334843495775,"Downregulated"
"Streptomyces sp. NBC_00868",2.89891350488101,20.0071440602158,5.81478453320187,3.44073696041133,0.000580132209428237,0.0417490438243826,"Upregulated"
"Streptomyces milbemycinicus",45.4765103356938,19.9661395777468,5.81156157925256,3.43558943761801,0.000591266263759416,0.0423014705896649,"Upregulated"
"Mycobacterium sp. 2-64",25.0854525507501,19.9222465448823,5.81134340688355,3.42816542579197,0.000607675049587493,0.0432226543991476,"Upregulated"
"Streptomyces macrosporus",1.86001527647515,19.915628347612,5.81322782085121,3.42591568081635,0.000612730563850805,0.0433303220702355,"Upregulated"
"Burkholderia sp. B21-005",14.9477309994254,19.8781065149249,5.81189867291362,3.42024313114179,0.000625651909954768,0.0439898015309577,"Upregulated"
"Corynebacterium stationis",90.6256474351011,3.00200729543291,0.88080739811646,3.40824486925573,0.000653821938604336,0.0457077576964883,"Upregulated"
"Anabaena sp. WA102",20.1613334904981,-7.91425569268294,2.3258498348396,-3.40273717336904,0.000667144236154517,0.0463741055972407,"Downregulated"
"Terrabacter sp. DBF63",13.8725577645244,19.1344601626352,5.65432922307825,3.38403715237123,0.000714283371562502,0.0493702981225743,"Upregulated"
"Streptomyces sp. NBC_01601",22.5392672171126,-6.77342212027783,2.00354930396829,-3.38071147381409,0.000722984167176723,0.0496909455125844,"Downregulated"
