"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diff_expression"
"Bacillus paramobilis",8.33638496121284,18.5826448070375,3.20152173794265,5.80431629959164,6.462917302581e-09,2.13695487242638e-06,"Upregulated"
"Cobetia sp. AM6",21.5920516333944,20.3266614041178,3.51293111366163,5.78623968032518,7.19794924028948e-09,2.31736081593951e-06,"Upregulated"
"Microbacterium sp. PAMC 28756",55.9990339626424,23.896262122144,4.15127162081101,5.75637161450677,8.59410869092763e-09,2.69590578781561e-06,"Upregulated"
"uncultured Fulvivirgaceae bacterium",16.8344381797822,19.7268638918782,3.43279302816857,5.74659285602275,9.10596343229188e-09,2.71713064952827e-06,"Upregulated"
"Burkholderia sp. IDO3",21.199159595371,19.0533599407294,3.31435129577062,5.74874484941987,8.99083749688106e-09,2.71713064952827e-06,"Upregulated"
"Streptomyces sp. V17-9",12.4457902113755,20.8119851341874,3.62967652778141,5.73384018517716,9.81818485626683e-09,2.85989698884687e-06,"Upregulated"
"Candidatus Vallotia sp. (ex Adelges kitamiensis)",10.4923929097759,-22.6686763781584,3.96229886300751,-5.72109201297152,1.05841554502022e-08,3.01131529715753e-06,"Downregulated"
"Enterobacter sp. ODB01",14.3833176333557,-22.5050350639531,3.95795451342844,-5.68602670586501,1.30029070162634e-08,3.61539919174924e-06,"Downregulated"
"Sphaerisporangium melleum",17.4417892522634,20.8150700893544,3.66525036901586,5.6790308965833,1.3546001224267e-08,3.68270619950405e-06,"Upregulated"
"Bacillus sp. HSf4",14.7920507335276,19.0099186340809,3.35426318433569,5.6673902998598,1.44988822066614e-08,3.85607228078904e-06,"Upregulated"
"Olleya sp. YS",13.3424239932039,18.2889367545618,3.23947195987267,5.64565366859376,1.64554812135244e-08,4.19409077429703e-06,"Upregulated"
"Paenibacillus sp. FSL E2-0177",9.92941056881971,-22.2194417556556,3.93417619532738,-5.64780036594337,1.62513734808939e-08,4.19409077429703e-06,"Downregulated"
"Streptococcus sp. S5",6.43586264217595,-21.7445586227298,3.86469655330859,-5.62645949631263,1.83945953209907e-08,4.59264243177552e-06,"Downregulated"
"uncultured bacterium ctg7180000000852",21.7452493797309,-20.3819661128053,3.63816256625664,-5.60226920639685,2.11563632121188e-08,5.17653895074123e-06,"Downregulated"
"Phytobacter sp. MRY16-398",28.3160293446983,18.5182319592462,3.31472560847424,5.58665607551453,2.31483511118833e-08,5.55288093142707e-06,"Upregulated"
"Virgibacillus salarius",23.656887904207,17.9738842112637,3.33139081656607,5.39530940707547,6.84055707498271e-08,1.6093726010642e-05,"Upregulated"
"Massilia sp. Dwa41.01b",18.7407845477137,19.7095537170155,3.66770604168002,5.37380954008719,7.70902865856814e-08,1.77947653979099e-05,"Upregulated"
"Acinetobacter sp. SH20PTE14",11.6645929597856,19.209940895384,3.58852034307192,5.35316483086717,8.64290507430556e-08,1.95809816072323e-05,"Upregulated"
"Acetobacter sp. AC2005",17.2894125421007,20.5206842553152,3.85311784132914,5.3257349243792,1.00545671089942e-07,2.16717501098436e-05,"Upregulated"
"Paenibacillus sp. FSL E2-0230",365.977719240121,21.9334665542242,4.11898706763937,5.32496611279591,1.00971861718251e-07,2.16717501098436e-05,"Upregulated"
"Frischella perrara",13.6122773875897,17.7794292111595,3.33488165758567,5.33135236469866,9.74840558361372e-08,2.16717501098436e-05,"Upregulated"
"Streptomyces sp. LBUM 1475",61.10879724493,-22.7374294698047,4.38532488146221,-5.18489053477453,2.1614177775657e-07,4.55910087771359e-05,"Downregulated"
"Psychrosphaera ytuae",10.7926733092165,19.7656103237407,3.82905348673256,5.1620094606219,2.44312939943391e-07,5.06597374113126e-05,"Upregulated"
"Vibrio sp. HDW18",13.574741616187,17.353437500854,3.36590152440633,5.15565811269976,2.5274167155111e-07,5.15340268292713e-05,"Upregulated"
"Stenotrophomonas sp. YAU14A_MKIMI4_1",8.43351441907955,-22.4690394193838,4.37015423852782,-5.14147515007457,2.72589711075873e-07,5.4669877463971e-05,"Downregulated"
"Pseudomonas sp. Marseille-Q3773",12.3189842452749,18.2830625057767,3.58610817692286,5.0983020042259,3.42713742828312e-07,6.76251601574446e-05,"Upregulated"
"Leeuwenhoekiella palythoae",10.5906102437553,18.7094789713764,3.67387824035981,5.0925691455534,3.53243821983036e-07,6.85965860022296e-05,"Upregulated"
"arsenite-oxidising bacterium NT-25",70.7635603669345,21.2876279612157,4.20923751619594,5.05735964751502,4.25101077077257e-07,8.0451793818692e-05,"Upregulated"
"Chryseobacterium sp. WX",14.3890251899373,19.1368279646609,3.78474151414048,5.05631042256444,4.27445365229278e-07,8.0451793818692e-05,"Upregulated"
"Prodigiosinella confusarubida",8.01781750436559,-22.1972679245356,4.3948606124499,-5.05073309075026,4.40117689561444e-07,8.15818153650714e-05,"Downregulated"
"Bacillus sp. FSL P2-0069",14.35787987153,17.4522939751276,3.46322249685234,5.03932218937412,4.67183439226167e-07,8.53063014252675e-05,"Upregulated"
"Gardnerella leopoldii",15.4702141977544,18.347227455898,3.64452736223391,5.03418567960816,4.79884362773157e-07,8.63368425612766e-05,"Upregulated"
"Mycoplasmopsis synoviae",5.84027432960401,-22.3000769925741,4.4333578802579,-5.0300647037493,4.9031434367188e-07,8.69348649345185e-05,"Downregulated"
"Lapidilactobacillus dextrinicus",20.36681951908,18.1461809845056,3.66496667476431,4.95125402079477,7.37367793539558e-07,0.000128870822659471,"Upregulated"
"Actinoalloteichus fjordicus",16.5580106704451,19.4819112955981,3.94294136763207,4.94095891344636,7.77392903262294e-07,0.000133952461669168,"Upregulated"
"Bacillus sp. HNR-4",4.65122018446811,-22.0291821705967,4.5115924235171,-4.8827952755146,1.04592447507053e-06,0.000177720000389068,"Downregulated"
"Bacillus sp. 3a",11.6066064889874,17.4340650881326,3.6535813795064,4.77177412440392,1.82610228936549e-06,0.000306034731617773,"Upregulated"
"Borreliella valaisiana",12.4376199364645,17.3544651799935,3.64525107799981,4.76084220500829,1.92786741608907e-06,0.000318723377951807,"Upregulated"
"Streptomyces sp. NBC_01267",16.7084391030148,19.2615359903798,4.04903472973906,4.75706860425501,1.96424429691033e-06,0.000320407529712013,"Upregulated"
"Pseudoalteromonas arctica",8.62702752176531,18.9793980532227,4.00094377928001,4.74373025472458,2.09818202938623e-06,0.000333365700617027,"Upregulated"
"Sporosarcina sp. P37",9.66710993988485,-21.9380394004318,4.62399636580055,-4.74438941230303,2.09136192288905e-06,0.000333365700617027,"Downregulated"
"Streptomyces sp. NBC_01718",11.2362080025171,-22.496098401245,4.77928663692487,-4.70699920516164,2.51389887830566e-06,0.000394295370220403,"Downregulated"
"Aurantimicrobium sp. INA4",5.97791993790509,19.6012977919052,4.23252911605081,4.63110760834986,3.63714768056799e-06,0.000563251452203402,"Upregulated"
"Streptomyces sp. NBC_01104",8.06439362184617,-20.9644863177407,4.57076399837701,-4.58664816761153,4.50418778305634e-06,0.000688802916723891,"Downregulated"
"Paludibacterium sp. B53371",9.04982421609638,-20.5931085568233,4.50549798391275,-4.57066202900384,4.86185841127526e-06,0.000734320688932612,"Downregulated"
"Lysinibacillus sp. FSL W7-1291",15.0721748859489,17.1756945850772,3.78262957305215,4.5406758059099,5.60741986536468e-06,0.000836599690644775,"Upregulated"
"Pseudomonas sp. NEEL19",5.32988398911047,-20.0347015716714,4.42235761027495,-4.53032145684524,5.88940076669595e-06,0.000868083481683834,"Downregulated"
"Lachnoclostridium sp. YL32",246.951812942678,23.5187165787624,5.24301162542986,4.48572657453038,7.26658800939748e-06,0.00104376663685961,"Upregulated"
"Leptotrichia sp. HSP-342",7.90545760269162,19.552265309649,4.36077942537876,4.4836629882858,7.33725116641546e-06,0.00104376663685961,"Upregulated"
"Polynucleobacter sp. MWH-UH23A",5.71674155552347,-19.8896041238108,4.43527272500305,-4.48441513228413,7.31141981249332e-06,0.00104376663685961,"Downregulated"
"Vibrio sp. B1FIG11",12.991845544716,18.4942536806098,4.13420103594553,4.47347710471946,7.69578016900172e-06,0.00108218591479962,"Upregulated"
"Spiroplasma eriocheiris",8.96600347823001,-20.6963839854737,4.64727283537989,-4.45344715462179,8.4502513382555e-06,0.00117477698718429,"Downregulated"
"Escherichia sp. 10290",58.8038566426636,-25.8456920621947,5.81030425224901,-4.44825106227278,8.65723054644461e-06,0.00119002874724948,"Downregulated"
"Sporosarcina sp. FSL K6-1540",18.5527991560017,17.8827379340245,4.05280616747776,4.41243355715522,1.02215167990459e-05,0.00138944485021697,"Upregulated"
"Duncaniella sp. C9",19.5825806772545,-21.6393972951679,4.90830487796093,-4.40873128976406,1.03977937824929e-05,0.00139787482565954,"Downregulated"
"Geobacillus sp. E263",6.93246119492483,17.8246747657632,4.07673783429801,4.3722886999999,1.22950791980619e-05,0.00163497824901184,"Upregulated"
"Paenalcaligenes faecalis",8.15426409886637,18.1616719042136,4.15975065039525,4.36604821553137,1.26514564515785e-05,0.00166427869063023,"Upregulated"
"Streptomyces sp. HNM0561",148.265688193788,25.0150649850026,5.81022912485717,4.30534914328659,1.66722574207103e-05,0.00216987656686138,"Upregulated"
"Lysinibacillus sp. ACHW1.5",23.0773926416351,-20.4059731456309,4.74847916846399,-4.29737025722947,1.72836362634662e-05,0.00222576848470784,"Downregulated"
"Xanthobacter flavus",18.495797029406,20.8580564191723,4.86912117352688,4.28374149581168,1.83776422311199e-05,0.00234200078182834,"Upregulated"
"Bradyrhizobium sp. LMG 8297",18.3949435771211,21.5745723503528,5.04130360799112,4.27956219818903,1.87261302148072e-05,0.00236180904173145,"Upregulated"
"Limosilactobacillus fermentum",494.204071875577,2.58923670332852,0.60830867212635,4.25645206450503,2.07696542145618e-05,0.00259281581286683,"Upregulated"
"Candidatus Shikimatogenerans bostrichidophilus",6.12815343719055,-19.3464239873327,4.56313979959437,-4.23971757101381,2.23801186027054e-05,0.00276564011096462,"Downregulated"
"Limosilactobacillus pontis",2566.48705748306,5.35918530099152,1.26820170052417,4.22581463088755,2.3807791918348e-05,0.0029126452632907,"Upregulated"
"Spiroplasma endosymbiont of Drosophila atripex",9.24951827844531,19.2171954502757,4.64063024613364,4.1410744728664,3.45682692619076e-05,0.00418720996188295,"Upregulated"
"Pantoea sp. RSPAM1",7.02952387028859,-23.941526408027,5.79833833329402,-4.12903232475327,3.64293190460934e-05,0.00436937538441085,"Downregulated"
"Marinitoga piezophila",11.3189242181154,18.7530272472866,4.54547256982498,4.12564963471085,3.69689720417503e-05,0.00439105246561916,"Upregulated"
"Methylomonas rhizoryzae",8.70483684600036,19.3170109170961,4.71456573033166,4.09730440129789,4.17989095263746e-05,0.00491699864563142,"Upregulated"
"Treponema pallidum",19.9450295088049,-23.5698114976705,5.81077916614485,-4.05622220768507,4.98728148234773e-05,0.0058108953957183,"Downregulated"
"Pediococcus acidilactici",205.167573867017,3.08799574483052,0.767480001748214,4.02355206363227,5.73269038519825e-05,0.00661639001627504,"Upregulated"
"Paenibacillus sp. YC28",8.29028707145939,-19.8186793691496,4.99182478998737,-3.9702273623269,7.18040787805192e-05,0.00820982336262497,"Downregulated"
"Actinoplanes sp. ATCC 31351",11.4524042291988,19.5104928839686,4.91851862620481,3.96674168926004,7.28618857150529e-05,0.0082536324984996,"Upregulated"
"Pantoea sp. PSNIH1",15.9126395326041,-22.8667242791033,5.81123189261507,-3.9349185683267,8.32249089456129e-05,0.00934104161505164,"Downregulated"
"Hymenobacter daecheongensis",3.10200458693737,-22.3791429897302,5.81209659438343,-3.85044237071981,0.000117904671732039,0.013113143217907,"Downregulated"
"Pseudomonas sp. GM17",5.0637243609568,-22.3237430546772,5.81176377990482,-3.84113048982916,0.000122468985668276,0.0134980682041953,"Downregulated"
"Streptomyces sp. 2114.2",15.3116803957001,-22.292903537355,5.81160853557127,-3.83592655990269,0.000125091786852136,0.0136640439316877,"Downregulated"
"Wolbachia endosymbiont of Psylliodes chrysocephala",8.36262867956018,-19.7232904397987,5.15320375526648,-3.82738416264674,0.000129512300055658,0.014021712202486,"Downregulated"
"Spiroplasma poulsonii",6.98057743419074,18.2429432465303,4.80728069639044,3.7948570925405,0.000147728521577969,0.01585360292092,"Upregulated"
"Polynucleobacter sp. JS-Mosq-20-D10",5.44670303244964,18.1109978967302,4.77901551455011,3.78969221622942,0.000150834057894574,0.0160461205589758,"Upregulated"
"Chryseobacterium rhizoplanae",21.4741153967507,17.2324856782434,4.60375075782471,3.74314044889472,0.000181734580496236,0.0191667315326806,"Upregulated"
"Pseudonocardia sp. EC080625-04",1.3485668106406,-21.7315555467729,5.81259369103216,-3.73870198089039,0.000184972846807346,0.0193415197251374,"Downregulated"
"Billgrantia desiderata",8.56280553014917,18.5834749456881,4.97742156399204,3.73355455365199,0.00018879627725421,0.0195740140332881,"Upregulated"
"Spiroplasma endosymbiont of Tiphia femorata",1.32086875735098,-21.6878466039245,5.81264434065308,-3.73114977158361,0.000190607858340873,0.0195957692348087,"Downregulated"
"Streptomyces sp. NBC_00371",27.3039052559733,-21.3880832581922,5.81282624165136,-3.67946371851572,0.000233724936863996,0.023635944087188,"Downregulated"
"uncultured anaerobic ammonium-oxidizing bacterium",1.29327082388304,-21.3892898701915,5.81323284774077,-3.67941392172242,0.000233770576634767,0.023635944087188,"Downregulated"
"Streptomyces sp. NBC_00046",30.3625119189911,-21.1929094708378,5.81343644239892,-3.64550463066429,0.000266867609289844,0.0267611338692783,"Downregulated"
"Streptococcus sp. FDAARGOS_522",1.11896181318267,20.8558823047017,5.81385325561982,3.58727360112535,0.000334153648612845,0.0332360629034922,"Upregulated"
"Rhizobium sp. CCGE532",33.3174683307494,19.243492973094,5.37883831275063,3.57762993683543,0.000346723869479029,0.0342082243484391,"Upregulated"
"Rhodococcus sp. BH4",32.6468592521216,-19.9194761821537,5.6342502216746,-3.53542625876373,0.000407117855733965,0.0395102102785581,"Downregulated"
"Streptomyces sp. NBC_01241",7.36378130554281,20.5354332152458,5.81169994946979,3.53346411442307,0.000410151766010861,0.0395102102785581,"Upregulated"
"Intestinibacillus sp. Marseille-P6563",13.9736757631049,-20.3622563292825,5.75692992680873,-3.53699916242858,0.000404700949457249,0.0395102102785581,"Downregulated"
"Bartonella ancashensis",2.35421375859119,-20.4755059522462,5.84983032046208,-3.50018801068898,0.000464930118666407,0.0444371489981627,"Downregulated"
"Virgibacillus sp. Bac332",7.95016191830431,19.8317462832261,5.67223343792403,3.49628528167281,0.000471784014997201,0.044742679375781,"Upregulated"
"Wolbachia endosymbiont of Drosophila incompta",2.6291380107896,20.2263784183266,5.81273783611904,3.47966465864751,0.000502041755097673,0.0472459910143456,"Upregulated"
"Candidatus Fimenecus excrementavium",122462.825953002,4.14423853622588,1.19232489387698,3.47576282061042,0.000509402581948978,0.0475727571569756,"Upregulated"
